scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,10,"[101, 201]",Labbe,"[[45527, 97939, 31877, 149537, 140006, 186396, 15500, 179670, 70976, 116979]]",[167],[0.2852463722229004],[30.37623762376238]
1,mobile,10,"[101, 201]",Labbe,"[[148884, 124743, 171517, 33951, 49287, 197818, 115124, 14333, 67735, 84462]]",[145],[0.24938488006591797],[33.70297029702971]
2,mobile,10,"[101, 201]",Labbe,"[[110826, 50234, 126902, 95631, 14789, 190503, 165552, 155998, 76579, 34239]]",[170],[0.30571651458740234],[36.257425742574256]
3,mobile,10,"[101, 201]",Labbe,"[[2936, 47236, 66494, 125055, 171089, 150490, 31262, 109010, 198543, 92228]]",[127],[0.22054624557495117],[35.48514851485149]
4,mobile,10,"[101, 201]",Labbe,"[[97791, 114138, 145351, 9451, 74430, 185691, 36606, 49571, 171101, 128384]]",[113],[0.17913293838500977],[27.247524752475254]
5,mobile,10,"[101, 201]",Labbe,"[[67082, 200849, 174819, 52723, 117976, 158924, 96385, 139450, 6664, 28747]]",[187],[0.3216550350189209],[36.55445544554456]
6,mobile,10,"[101, 201]",Labbe,"[[64254, 135869, 85810, 50615, 145801, 10479, 164927, 116899, 26182, 187696]]",[110],[0.1891040802001953],[40.77227722772278]
7,mobile,10,"[101, 201]",Labbe,"[[106231, 188267, 16728, 95659, 129857, 36086, 165644, 49717, 150585, 63671]]",[173],[0.2776949405670166],[38.13861386138614]
8,mobile,10,"[101, 201]",Labbe,"[[17115, 188209, 98032, 37510, 54235, 124465, 166634, 71582, 152280, 110350, 88190]]",[215],[0.46848607063293457],[38.279207920792075]
9,mobile,10,"[101, 201]",Labbe,"[[200721, 155885, 12712, 35949, 68659, 119259, 174413, 88648, 124621, 46791, 126882]]",[163],[0.2718076705932617],[27.170297029702972]
10,mobile,10,"[101, 201]",Labbe,"[[160474, 117790, 92962, 15633, 64023, 132385, 187731, 50634, 171530, 26558]]",[205],[0.29335641860961914],[28.0990099009901]
11,mobile,10,"[101, 201]",Labbe,"[[22969, 124565, 84802, 156255, 4527, 110702, 189673, 53882, 68810, 179224, 78745]]",[110],[0.20551109313964844],[36.556435643564356]
12,mobile,10,"[101, 201]",Labbe,"[[56245, 99019, 164953, 193721, 8627, 135473, 64315, 28039, 114481, 144823, 66975]]",[203],[0.3807334899902344],[31.50693069306931]
13,mobile,10,"[101, 201]",Labbe,"[[108193, 150914, 180247, 2399, 129350, 98879, 73103, 32593, 52538, 186546]]",[176],[0.2533454895019531],[23.801980198019802]
14,mobile,10,"[101, 201]",Labbe,"[[89725, 37027, 196122, 9177, 178709, 135542, 70252, 43201, 111141, 147760]]",[112],[0.18706274032592773],[27.980198019801975]
15,mobile,10,"[101, 201]",Labbe,"[[171039, 189095, 52502, 137922, 104511, 33357, 18156, 63172, 145455, 94398]]",[154],[0.2275686264038086],[39.04950495049505]
16,mobile,10,"[101, 201]",Labbe,"[[68950, 113941, 171082, 16285, 98064, 198530, 43187, 22813, 145474, 128314]]",[186],[0.2584090232849121],[38.23762376237624]
17,mobile,10,"[101, 201]",Labbe,"[[58863, 88766, 113319, 124991, 193261, 148745, 7183, 73559, 167076, 33217]]",[177],[0.2591824531555176],[31.584158415841586]
18,mobile,10,"[101, 201]",Labbe,"[[179909, 38354, 13651, 144303, 73401, 103942, 125905, 43781, 88891, 195281]]",[169],[0.2595846652984619],[35.78217821782179]
19,mobile,10,"[101, 201]",Labbe,"[[116633, 32336, 77715, 12970, 149984, 177279, 124955, 50380, 185824, 85808]]",[268],[0.34510064125061035],[32.099009900990104]
20,mobile,10,"[101, 201]",Labbe,"[[104349, 193337, 124283, 160232, 168343, 72572, 14935, 50766, 23857, 97259]]",[119],[0.19638991355895996],[37.801980198019805]
21,mobile,10,"[101, 201]",Labbe,"[[63015, 104055, 200174, 56688, 152946, 7540, 174118, 136409, 26716, 89050]]",[110],[0.18693876266479492],[29.78217821782178]
22,mobile,10,"[101, 201]",Labbe,"[[54385, 154647, 65677, 200669, 86681, 11999, 132901, 22490, 110128, 136263, 177515]]",[146],[0.29592299461364746],[44.89306930693069]
23,mobile,10,"[101, 201]",Labbe,"[[11375, 138552, 93088, 56844, 200196, 168062, 72961, 104494, 26126, 148394]]",[142],[0.21811437606811523],[38.07920792079208]
24,mobile,10,"[101, 201]",Labbe,"[[165645, 87739, 78586, 4950, 111486, 198761, 46901, 152987, 134574, 111752, 36925]]",[191],[0.387420654296875],[34.51683168316831]
25,mobile,10,"[101, 201]",Labbe,"[[124554, 88156, 9846, 156382, 37722, 76214, 49596, 103784, 174730, 22943, 186335]]",[168],[0.33252716064453125],[43.64554455445545]
26,mobile,10,"[101, 201]",Labbe,"[[157814, 10642, 197650, 63993, 31063, 138417, 107320, 84376, 166944, 50513]]",[132],[0.20636510848999023],[37.16831683168317]
27,mobile,10,"[101, 201]",Labbe,"[[165936, 75753, 46768, 190021, 158329, 3049, 30125, 133007, 110582, 95319]]",[121],[0.1806623935699463],[39.42574257425743]
28,mobile,10,"[101, 201]",Labbe,"[[37890, 170558, 186735, 149410, 48983, 91018, 9077, 56745, 75548, 137688, 118629]]",[180],[0.3573622703552246],[40.41782178217822]
29,mobile,10,"[101, 201]",Labbe,"[[118448, 148332, 38090, 195541, 67245, 52504, 11961, 169880, 26067, 139872, 95472]]",[262],[0.4989156723022461],[38.4970297029703]
