scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,6,"[100, 200]",StrapGA_sort_4b,"[[68513, 23849, 13688, 112151, 13270, 42813, 97192, 112194, 66882]]",[200312],[360.01427149772644],[17.1]
1,mobile,6,"[100, 200]",StrapGA_sort_4b,"[[63575, 88107, 116377, 37002, 57261, 8595, 83453]]",[199374],[360.002423286438],[18.380000000000003]
2,mobile,6,"[100, 200]",StrapGA_sort_4b,"[[9982, 84003, 110284, 51812, 37246, 64053]]",[91182],[160.88066387176514],[15.639999999999999]
3,mobile,6,"[100, 200]",StrapGA_sort_4b,"[[116743, 91744, 16069, 48647, 22580, 72986, 117614, 88612]]",[191850],[360.00563406944275],[17.82]
4,mobile,6,"[100, 200]",StrapGA_sort_4b,"[[10209, 46109, 97605, 27649, 51276, 102613, 66379]]",[196123],[360.01262283325195],[20.480000000000004]
5,mobile,6,"[100, 200]",StrapGA_sort_4b,"[[105130, 66074, 102770, 13162, 31101, 82843, 55208, 15666, 28775, 107008]]",[194579],[360.0131618976593],[23.46]
6,mobile,6,"[100, 200]",StrapGA_sort_4b,"[[23110, 51380, 93269, 105446, 22871, 76979, 13242]]",[201119],[360.0141131877899],[21.96]
7,mobile,6,"[100, 200]",StrapGA_sort_4b,"[[97321, 8988, 106215, 76595, 97042, 55082, 23252, 96045]]",[192099],[360.0075182914734],[18.8]
8,mobile,6,"[100, 200]",StrapGA_sort_4b,"[[104326, 12813, 37352, 91582, 32713, 54879, 33647, 76787, 3989, 104079]]",[198845],[360.02060747146606],[17.220000000000002]
9,mobile,6,"[100, 200]",StrapGA_sort_4b,"[[113133, 9243, 22450, 55051, 73213, 94183, 110677, 3576]]",[185185],[360.0285212993622],[19.240000000000002]
