scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,7,"[100, 200]",StrapGA+SS_sort_4b,"[[132021, 96524, 70894, 44686, 108453, 33465, 17497, 83260]]",[179789],[360.00564885139465],[19.080000000000002]
1,mobile,7,"[100, 200]",StrapGA+SS_sort_4b,"[[83722, 6625, 131429, 29396, 83197, 54605, 117428, 66891]]",[199949],[360.0136733055115],[24.400000000000002]
2,mobile,7,"[100, 200]",StrapGA+SS_sort_4b,"[[2767, 109980, 8542, 91413, 54656, 76686, 123826, 94621, 11482, 23801, 108819]]",[177312],[360.0038776397705],[20.76]
3,mobile,7,"[100, 200]",StrapGA+SS_sort_4b,"[[130161, 14312, 43078, 93853, 27988, 117787, 69420, 136817, 8264]]",[155892],[360.0520055294037],[24.220000000000006]
4,mobile,7,"[100, 200]",StrapGA+SS_sort_4b,"[[69586, 128275, 111141, 96819, 53661, 131892, 24491, 11414, 102590]]",[164121],[360.02565836906433],[22.680000000000003]
5,mobile,7,"[100, 200]",StrapGA+SS_sort_4b,"[[83495, 9076, 47253, 102466, 12069, 31297, 136897, 77674]]",[171705],[360.0001618862152],[18.36]
6,mobile,7,"[100, 200]",StrapGA+SS_sort_4b,"[[53456, 7, 76189, 122454, 114689, 88061, 26693, 6407]]",[169720],[360.0023591518402],[21.520000000000003]
7,mobile,7,"[100, 200]",StrapGA+SS_sort_4b,"[[73893, 36564, 42727, 117019, 14795, 29618, 37, 85017, 127387, 42592]]",[159428],[360.0280215740204],[20.96]
8,mobile,7,"[100, 200]",StrapGA+SS_sort_4b,"[[26518, 123007, 25911, 48229, 73271, 94096, 27677, 13021, 102887]]",[171497],[360.0257570743561],[26.82]
9,mobile,7,"[100, 200]",StrapGA+SS_sort_4b,"[[33860, 67861, 57366, 124091, 72888, 4658, 55813, 116586, 83398]]",[169222],[360.0003933906555],[23.96]
