scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,7,"[100, 200]",StrapGA+S_sort_4b,"[[34, 132021, 95958, 70894, 44686, 33465, 17497, 83260, 108453]]",[182588],[360.0032596588135],[18.6]
1,mobile,7,"[100, 200]",StrapGA+S_sort_4b,"[[82943, 16, 117428, 37, 29396, 131429, 54605, 66891, 6625, 83197]]",[214426],[360.01553559303284],[19.800000000000004]
2,mobile,7,"[100, 200]",StrapGA+S_sort_4b,"[[34, 54656, 136348, 76686, 94621, 108819, 123826, 11482, 23801]]",[185424],[360.0424928665161],[20.44]
3,mobile,7,"[100, 200]",StrapGA+S_sort_4b,"[[41, 26, 43078, 27988, 8264, 93853, 69420, 117787, 136817]]",[163805],[360.02725648880005],[23.92]
4,mobile,7,"[100, 200]",StrapGA+S_sort_4b,"[[69586, 6213, 7, 54524, 96819, 131892, 102590, 11414, 53661, 24491]]",[171836],[360.0140075683594],[21.22]
5,mobile,7,"[100, 200]",StrapGA+S_sort_4b,"[[83495, 45856, 1, 47253, 102466, 12069, 31297, 136897, 77674]]",[177930],[360.0140333175659],[17.64]
6,mobile,7,"[100, 200]",StrapGA+S_sort_4b,"[[53456, 38, 76189, 24, 6407, 114689, 26693, 88061, 122454]]",[186695],[360.02666115760803],[20.42]
7,mobile,7,"[100, 200]",StrapGA+S_sort_4b,"[[31, 36516, 112952, 45150, 73893, 117019, 14795, 29618, 38, 85017, 42592, 127387]]",[164989],[360.00688219070435],[20.12]
8,mobile,7,"[100, 200]",StrapGA+S_sort_4b,"[[5120, 26696, 3, 36, 82270, 27677, 48229, 73271, 94096, 13021, 123007, 102887]]",[178819],[360.02851843833923],[25.100000000000005]
9,mobile,7,"[100, 200]",StrapGA+S_sort_4b,"[[33860, 14, 72888, 5, 124091, 4658, 55813, 116586, 83398]]",[191026],[360.0153384208679],[19.44]
