scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,7,"[100, 200]",StrapGA_sort_4b,"[[132021, 92729, 70894, 44686, 108453, 33465, 17497, 83260]]",[204670],[360.0008153915405],[19.18]
1,mobile,7,"[100, 200]",StrapGA_sort_4b,"[[89718, 6625, 23998, 131429, 29396, 54605, 117428, 66891, 83197]]",[237059],[360.0164213180542],[24.16]
2,mobile,7,"[100, 200]",StrapGA_sort_4b,"[[90413, 54656, 76686, 123826, 94621, 108819, 11482, 23801]]",[217277],[360.0308334827423],[19.26]
3,mobile,7,"[100, 200]",StrapGA_sort_4b,"[[131765, 13511, 43078, 93853, 27988, 117787, 69420, 136817, 8264]]",[189912],[360.02066683769226],[24.140000000000004]
4,mobile,7,"[100, 200]",StrapGA_sort_4b,"[[69586, 51721, 96819, 23125, 11414, 102590, 131892, 53661, 24491]]",[192344],[360.0112347602844],[23.580000000000002]
5,mobile,7,"[100, 200]",StrapGA_sort_4b,"[[74527, 9478, 47253, 102466, 12069, 31297, 77674, 136897, 83495]]",[200510],[360.0287399291992],[18.06]
6,mobile,7,"[100, 200]",StrapGA_sort_4b,"[[88164, 53456, 28520, 88061, 76189, 122454, 114689, 6407, 26693]]",[198273],[360.0215358734131],[21.18]
7,mobile,7,"[100, 200]",StrapGA_sort_4b,"[[86133, 73893, 35954, 42592, 117019, 14795, 29618, 127387, 85017]]",[190617],[360.0246682167053],[20.000000000000004]
8,mobile,7,"[100, 200]",StrapGA_sort_4b,"[[97481, 48229, 29700, 123007, 27677, 94096, 73271, 13021, 102887]]",[202542],[360.0207009315491],[26.26]
9,mobile,7,"[100, 200]",StrapGA_sort_4b,"[[33860, 52927, 124091, 72888, 116586, 4658, 55813, 83398]]",[215636],[360.0065047740936],[23.620000000000005]
