scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,6,"[101, 201]",StrapGA_10b,"[[58134, 8284, 91369, 113152, 35926, 65277, 94762]]",[250419],[360.0202293395996],[19.637623762376236]
1,mobile,6,"[101, 201]",StrapGA_10b,"[[27076, 6238, 66172, 109526, 13659, 91165, 43204]]",[232952],[360.0069637298584],[19.4990099009901]
2,mobile,6,"[101, 201]",StrapGA_10b,"[[63650, 30627, 52579, 112703, 95926, 28384, 17869]]",[243783],[360.0103623867035],[16.548514851485148]
3,mobile,6,"[101, 201]",StrapGA_10b,"[[23048, 2720, 91958, 78099, 56550, 105514, 5282]]",[236158],[360.00660943984985],[12.56831683168317]
4,mobile,6,"[101, 201]",StrapGA_10b,"[[45926, 119387, 31482, 3088, 93466, 63888]]",[201843],[298.75791001319885],[13.576237623762378]
5,mobile,6,"[101, 201]",StrapGA_10b,"[[37907, 72914, 85431, 7336, 53872, 113818, 36260, 68518]]",[232154],[360.02573323249817],[22.411881188118812]
6,mobile,6,"[101, 201]",StrapGA_10b,"[[91221, 27622, 55870, 3634, 86956, 34314, 112643, 66501]]",[237929],[360.05057859420776],[16.095049504950495]
7,mobile,6,"[101, 201]",StrapGA_10b,"[[5845, 110488, 46887, 98074, 36848, 63486, 110465]]",[238308],[360.0096526145935],[12.746534653465348]
8,mobile,6,"[101, 201]",StrapGA_10b,"[[6326, 92937, 119307, 56856, 29907, 68069, 15817, 57683, 107593]]",[223813],[360.04509568214417],[18.671287128712876]
9,mobile,6,"[101, 201]",StrapGA_10b,"[[111424, 97412, 64276, 56255, 9425, 35672, 87157]]",[241475],[360.02661180496216],[23.201980198019804]
10,mobile,6,"[101, 201]",StrapGA_10b,"[[65591, 55922, 111406, 55366, 97687, 23073, 10033, 27482]]",[219551],[360.00030040740967],[13.085148514851486]
11,mobile,6,"[101, 201]",StrapGA_10b,"[[104478, 52447, 26541, 55418, 17053, 53165, 71724, 87320]]",[235819],[360.0042579174042],[15.500990099009902]
12,mobile,6,"[101, 201]",StrapGA_10b,"[[2947, 90774, 9203, 31042, 70135, 117600, 95133, 47360]]",[232496],[360.01162457466125],[13.005940594059407]
13,mobile,6,"[101, 201]",StrapGA_10b,"[[37925, 104289, 73776, 51028, 13165, 84705, 106845]]",[241800],[360.03026604652405],[19.994059405940597]
14,mobile,6,"[101, 201]",StrapGA_10b,"[[106066, 98903, 17388, 66534, 30808, 51828, 93352, 7127]]",[221015],[360.0288088321686],[19.540594059405944]
15,mobile,6,"[101, 201]",StrapGA_10b,"[[31428, 63576, 106538, 14186, 72371, 51205, 87214]]",[238990],[360.0065038204193],[20.330693069306932]
16,mobile,6,"[101, 201]",StrapGA_10b,"[[84950, 10818, 65022, 86384, 54485, 108800, 23096]]",[231185],[360.00616240501404],[15.578217821782179]
17,mobile,6,"[101, 201]",StrapGA_10b,"[[51745, 78435, 58384, 35711, 12507, 106103, 84685, 70063]]",[227586],[360.02538871765137],[19.441584158415843]
18,mobile,6,"[101, 201]",StrapGA_10b,"[[31851, 43335, 106939, 95684, 6526, 73346]]",[248403],[360.0363276004791],[19.041584158415844]
19,mobile,6,"[101, 201]",StrapGA_10b,"[[83944, 57330, 31656, 74897, 15883, 119142, 69509, 85631]]",[244004],[360.03503489494324],[16.411881188118816]
20,mobile,6,"[101, 201]",StrapGA_10b,"[[7020, 96940, 36991, 112778, 56777, 96148, 70240]]",[258518],[360.0271427631378],[15.994059405940595]
21,mobile,6,"[101, 201]",StrapGA_10b,"[[68591, 105484, 88722, 50844, 17755, 22808, 88928]]",[242509],[360.0405082702637],[18.548514851485148]
22,mobile,6,"[101, 201]",StrapGA_10b,"[[25131, 17364, 72448, 14600, 71027, 89010, 68794, 110028, 49582]]",[243332],[360.0355396270752],[13.87920792079208]
23,mobile,6,"[101, 201]",StrapGA_10b,"[[66848, 5893, 54717, 88730, 13748, 115887, 23077]]",[228998],[360.0109043121338],[16.50891089108911]
24,mobile,6,"[101, 201]",StrapGA_10b,"[[84664, 23828, 57301, 9132, 26274, 114919, 68057]]",[240130],[360.02473306655884],[16.330693069306932]
25,mobile,6,"[101, 201]",StrapGA_10b,"[[45210, 104802, 8510, 77957, 92829, 73769, 95430, 24862]]",[231687],[360.0177471637726],[13.71881188118812]
26,mobile,6,"[101, 201]",StrapGA_10b,"[[90666, 70728, 104843, 9585, 106775, 36896, 45002, 69450]]",[235017],[360.0082952976227],[14.312871287128713]
27,mobile,6,"[101, 201]",StrapGA_10b,"[[77036, 84695, 54183, 36126, 107102, 7570]]",[231392],[360.0307066440582],[16.28910891089109]
28,mobile,6,"[101, 201]",StrapGA_10b,"[[84579, 47621, 37583, 65223, 15384, 111272]]",[251982],[360.0092375278473],[15.774257425742576]
29,mobile,6,"[101, 201]",StrapGA_10b,"[[23267, 85314, 44548, 24326, 73098, 17446, 115576, 49903, 88132]]",[227680],[360.04721879959106],[17.403960396039604]
30,mobile,6,"[101, 201]",StrapGA_10b,"[[71859, 118842, 16039, 37696, 73500, 93125, 108633, 52454]]",[231729],[360.0333778858185],[18.96633663366337]
31,mobile,6,"[101, 201]",StrapGA_10b,"[[86768, 76228, 34757, 7704, 109732, 98215, 48996]]",[230770],[360.0100722312927],[20.132673267326734]
32,mobile,6,"[101, 201]",StrapGA_10b,"[[32294, 55984, 5383, 96924, 74543, 115245, 47299]]",[227089],[360.0163571834564],[22.548514851485148]
33,mobile,6,"[101, 201]",StrapGA_10b,"[[88452, 45157, 65230, 107719, 48707, 33611, 6587]]",[240918],[360.01250553131104],[17.697029702970298]
34,mobile,6,"[101, 201]",StrapGA_10b,"[[49179, 36300, 118882, 94325, 3125, 74557, 49990]]",[246183],[360.0040030479431],[16.429702970297033]
35,mobile,6,"[101, 201]",StrapGA_10b,"[[113907, 16976, 91247, 50356, 37960, 70610, 5583]]",[227507],[360.01920914649963],[20.429702970297033]
