scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,6,"[101, 201]",StrapGA_sort_4b,"[[114574, 35926, 65131, 58134, 8284, 94762, 113152, 65277]]",[196601],[360.0109326839447],[19.283168316831684]
1,mobile,6,"[101, 201]",StrapGA_sort_4b,"[[3017, 66172, 109526, 13659, 91165, 43204, 27076]]",[188992],[360.01838064193726],[18.54851485148515]
2,mobile,6,"[101, 201]",StrapGA_sort_4b,"[[29602, 52579, 112703, 95926, 28384, 17869, 63650]]",[195848],[360.02454948425293],[15.617821782178218]
3,mobile,6,"[101, 201]",StrapGA_sort_4b,"[[4570, 24609, 91958, 78099, 56550, 105514, 5282, 23048]]",[201072],[360.0034291744232],[12.550495049504953]
4,mobile,6,"[101, 201]",StrapGA_sort_4b,"[[45926, 119387, 31482, 3088, 93466, 63888]]",[13315],[23.401026964187622],[13.576237623762378]
5,mobile,6,"[101, 201]",StrapGA_sort_4b,"[[32298, 118884, 78737, 85431, 7336, 53872, 113818, 36260, 68518]]",[184674],[360.0256333351135],[22.98811881188119]
6,mobile,6,"[101, 201]",StrapGA_sort_4b,"[[84387, 55870, 3634, 86761, 34314, 112643, 66501, 86956]]",[188209],[360.0254638195038],[15.362376237623765]
7,mobile,6,"[101, 201]",StrapGA_sort_4b,"[[5845, 105048, 46887, 98074, 36848, 63486, 110465]]",[194230],[360.0162763595581],[12.746534653465348]
8,mobile,6,"[101, 201]",StrapGA_sort_4b,"[[92937, 54222, 31136, 57683, 29907, 68069, 15817, 107593]]",[180974],[360.0130383968353],[17.83762376237624]
9,mobile,6,"[101, 201]",StrapGA_sort_4b,"[[49566, 31803, 64276, 56255, 87157, 111424, 35672, 9425]]",[190394],[360.0294740200043],[22.98613861386139]
