scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,4,"[101, 201]",StrapGA+SS_10b,"[[67685, 55808, 4468, 26011]]",[178909],[360.00222301483154],[12.81980198019802]
1,mobile,4,"[101, 201]",StrapGA+SS_10b,"[[14188, 77334, 4978, 46946, 3488, 32598]]",[183029],[360.03710770606995],[13.457425742574259]
2,mobile,4,"[101, 201]",StrapGA+SS_10b,"[[67244, 53200, 15041, 46627, 6785, 77491, 30015]]",[182058],[360.0015330314636],[16.15247524752475]
3,mobile,4,"[101, 201]",StrapGA+SS_10b,"[[46588, 15210, 27196, 66845]]",[4459],[8.760398387908936],[7.968316831683169]
4,mobile,4,"[101, 201]",StrapGA+SS_10b,"[[34858, 44046, 73997, 9412]]",[68769],[134.16490364074707],[12.502970297029703]
5,mobile,4,"[101, 201]",StrapGA+SS_10b,"[[64612, 13550, 25113, 48985, 67180]]",[180357],[360.00036454200745],[10.702970297029704]
6,mobile,4,"[101, 201]",StrapGA+SS_10b,"[[64207, 57750, 30855, 6164, 65774, 52998, 35564]]",[181662],[360.0228040218353],[14.726732673267328]
7,mobile,4,"[101, 201]",StrapGA+SS_10b,"[[10516, 71481, 37293, 14843, 32203, 52349, 68129]]",[181862],[360.0262084007263],[16.76633663366337]
8,mobile,4,"[101, 201]",StrapGA+SS_10b,"[[56947, 25971, 67656, 16188, 27009, 68698]]",[178360],[360.0060420036316],[14.03168316831683]
9,mobile,4,"[101, 201]",StrapGA+SS_10b,"[[66123, 57266, 26780, 13528, 24644]]",[181471],[360.01103687286377],[15.83168316831683]
10,mobile,4,"[101, 201]",StrapGA+SS_10b,"[[32254, 56142, 36923, 14661, 49138, 68493]]",[152777],[304.2290515899658],[11.972277227722774]
11,mobile,4,"[101, 201]",StrapGA+SS_10b,"[[77020, 24672, 12838, 53350, 65372]]",[181533],[360.0148446559906],[12.346534653465346]
12,mobile,4,"[101, 201]",StrapGA+SS_10b,"[[33147, 16576, 75409, 50971, 6673]]",[179684],[360.01865339279175],[12.900990099009903]
13,mobile,4,"[101, 201]",StrapGA+SS_10b,"[[3563, 65918, 13248, 32108, 46186]]",[191271],[360.0000376701355],[14.10891089108911]
14,mobile,4,"[101, 201]",StrapGA+SS_10b,"[[45551, 14567, 32758, 65498, 48346]]",[179997],[360.04130506515503],[13.475247524752476]
15,mobile,4,"[101, 201]",StrapGA+SS_10b,"[[73477, 7317, 29111, 49272]]",[179364],[360.0175075531006],[14.304950495049505]
16,mobile,4,"[101, 201]",StrapGA+SS_10b,"[[46310, 11091, 33265, 65697]]",[154245],[296.8319537639618],[12.087128712871287]
17,mobile,4,"[101, 201]",StrapGA+SS_10b,"[[28885, 53059, 78067, 3396]]",[290],[0.6207866668701172],[7.770297029702971]
18,mobile,4,"[101, 201]",StrapGA+SS_10b,"[[66568, 55717, 36715, 56973, 9407]]",[186608],[360.0005450248718],[11.653465346534656]
19,mobile,4,"[101, 201]",StrapGA+SS_10b,"[[1, 64449, 14788, 36858, 50404, 66032]]",[180168],[360.0034945011139],[12.665346534653466]
20,mobile,4,"[101, 201]",StrapGA+SS_10b,"[[48310, 25318, 13967, 66435, 52518]]",[183027],[360.02889585494995],[15.534653465346537]
