scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,4,"[101, 201]",StrapGA+SS_sort_4b,"[[67685, 55808, 4468, 26011]]",[30640],[69.5768370628357],[12.81980198019802]
1,mobile,4,"[101, 201]",StrapGA+SS_sort_4b,"[[29176, 76451, 32598, 76652, 16789, 77334, 5072, 46946, 3488]]",[155490],[360.0048952102661],[13.423762376237622]
2,mobile,4,"[101, 201]",StrapGA+SS_sort_4b,"[[6785, 75761, 46627, 77491, 30015]]",[152663],[360.0051655769348],[15.851485148514854]
3,mobile,4,"[101, 201]",StrapGA+SS_sort_4b,"[[66845, 46588, 15210, 27196]]",[1455],[2.919027090072632],[7.968316831683169]
4,mobile,4,"[101, 201]",StrapGA+SS_sort_4b,"[[44046, 9412, 34858, 73997]]",[1694],[3.6737654209136963],[12.502970297029703]
5,mobile,4,"[101, 201]",StrapGA+SS_sort_4b,"[[64826, 13550, 25113, 48985, 67180]]",[5239],[12.318148612976074],[10.702970297029704]
6,mobile,4,"[101, 201]",StrapGA+SS_sort_4b,"[[52925, 37086, 4530, 65774, 52998, 35564, 6164]]",[149728],[360.00081968307495],[15.320792079207923]
7,mobile,4,"[101, 201]",StrapGA+SS_sort_4b,"[[55734, 36118, 68129, 14843, 52349, 32203]]",[149457],[360.00029492378235],[17.45742574257426]
8,mobile,4,"[101, 201]",StrapGA+SS_sort_4b,"[[13644, 56947, 37530, 16188, 25446, 68698, 27009]]",[36413],[86.46301794052124],[12.39009900990099]
9,mobile,4,"[101, 201]",StrapGA+SS_sort_4b,"[[66123, 57266, 26225, 13528, 24644]]",[26014],[62.513206481933594],[15.83168316831683]
