scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,4,"[101, 201]",Labbe+SS,"[[67685, 55808, 26011, 4468]]",[10],[0.019354581832885742],[17.552475247524754]
1,mobile,4,"[101, 201]",Labbe+SS,"[[53569, 3488, 46946, 77334, 32598]]",[14],[0.03341269493103027],[19.831683168316832]
2,mobile,4,"[101, 201]",Labbe+SS,"[[6785, 46627, 77491, 30015]]",[10],[0.021895885467529297],[17.334653465346538]
3,mobile,4,"[101, 201]",Labbe+SS,"[[66845, 46588, 27196, 15210]]",[10],[0.017285585403442383],[13.413861386138613]
4,mobile,4,"[101, 201]",Labbe+SS,"[[34858, 73997, 44046, 9412]]",[10],[0.01907968521118164],[12.522772277227721]
5,mobile,4,"[101, 201]",Labbe+SS,"[[13550, 67180, 25113, 48985]]",[10],[0.015047073364257812],[14.364356435643566]
6,mobile,4,"[101, 201]",Labbe+SS,"[[3201, 35564, 52998, 65774, 6164]]",[14],[0.03032064437866211],[18.980198019801982]
7,mobile,4,"[101, 201]",Labbe+SS,"[[32203, 14843, 72241, 73084, 52349, 68129]]",[17],[0.03884744644165039],[19.14059405940594]
8,mobile,4,"[101, 201]",Labbe+SS,"[[56947, 69774, 27009, 16188, 68698]]",[13],[0.028705120086669922],[18.108910891089113]
9,mobile,4,"[101, 201]",Labbe+SS,"[[57266, 66123, 17021, 24644, 13528]]",[15],[0.03438210487365723],[21.316831683168317]
10,mobile,4,"[101, 201]",Labbe+SS,"[[49138, 14661, 36923, 68493]]",[10],[0.01613306999206543],[16.087128712871287]
11,mobile,4,"[101, 201]",Labbe+SS,"[[24672, 65372, 53350, 12838]]",[10],[0.020761966705322266],[16.681188118811882]
12,mobile,4,"[101, 201]",Labbe+SS,"[[33147, 75409, 8, 6673, 50971]]",[15],[0.03545069694519043],[14.504950495049506]
13,mobile,4,"[101, 201]",Labbe+SS,"[[65918, 32108, 13248, 46186]]",[10],[0.01555323600769043],[17.334653465346538]
14,mobile,4,"[101, 201]",Labbe+SS,"[[14567, 65498, 48346, 32758]]",[10],[0.02301192283630371],[14.918811881188121]
15,mobile,4,"[101, 201]",Labbe+SS,"[[73477, 29111, 7317, 49272]]",[10],[0.017036914825439453],[15.592079207920793]
16,mobile,4,"[101, 201]",Labbe+SS,"[[11091, 46310, 65697, 33265]]",[10],[0.01569080352783203],[17.65148514851485]
17,mobile,4,"[101, 201]",Labbe+SS,"[[28885, 53059, 78067, 3396]]",[10],[0.01498723030090332],[7.770297029702971]
18,mobile,4,"[101, 201]",Labbe+SS,"[[66568, 36715, 9407, 56973]]",[10],[0.01600027084350586],[13.334653465346536]
19,mobile,4,"[101, 201]",Labbe+SS,"[[14788, 43859, 66032, 36858, 50404]]",[16],[0.03331613540649414],[16.287128712871286]
20,mobile,4,"[101, 201]",Labbe+SS,"[[25318, 13967, 45857, 66435, 52518]]",[12],[0.025242090225219727],[19.831683168316832]
21,mobile,4,"[101, 201]",Labbe+SS,"[[27313, 15196, 76557, 54305, 14369]]",[15],[0.03977513313293457],[13.97029702970297]
22,mobile,4,"[101, 201]",Labbe+SS,"[[8924, 49763, 32141, 69190]]",[10],[0.01679706573486328],[8.126732673267327]
23,mobile,4,"[101, 201]",Labbe+SS,"[[70245, 37368, 57213, 5466]]",[10],[0.019814252853393555],[17.176237623762376]
24,mobile,4,"[101, 201]",Labbe+SS,"[[48129, 64161, 27289, 13859]]",[10],[0.016916990280151367],[17.017821782178217]
25,mobile,4,"[101, 201]",Labbe+SS,"[[5737, 33133, 72892, 46800]]",[10],[0.017544984817504883],[13.671287128712871]
26,mobile,4,"[101, 201]",Labbe+SS,"[[4881, 27433, 75769, 47768]]",[10],[0.015898466110229492],[16.00792079207921]
27,mobile,4,"[101, 201]",Labbe+SS,"[[69258, 2, 31527, 52330, 15912]]",[15],[0.03661346435546875],[18.425742574257427]
28,mobile,4,"[101, 201]",Labbe+SS,"[[27931, 14449, 49332, 76420]]",[10],[0.01694321632385254],[14.83960396039604]
29,mobile,4,"[101, 201]",Labbe+SS,"[[64211, 6826, 35962, 54325]]",[10],[0.01803731918334961],[9.572277227722772]
30,mobile,4,"[101, 201]",Labbe+SS,"[[23975, 15578, 69443, 55706]]",[10],[0.01395559310913086],[17.750495049504952]
31,mobile,4,"[101, 201]",Labbe+SS,"[[6342, 7, 64799, 57652, 25490, 57191]]",[18],[0.0401766300201416],[24.24950495049505]
32,mobile,4,"[101, 201]",Labbe+SS,"[[63955, 37219, 14020, 47988]]",[10],[0.015562772750854492],[13.611881188118815]
33,mobile,4,"[101, 201]",Labbe+SS,"[[44518, 10608, 72753, 27370]]",[10],[0.017591238021850586],[16.423762376237626]
34,mobile,4,"[101, 201]",Labbe+SS,"[[50912, 65217, 7785, 33960]]",[10],[0.015917062759399414],[14.621782178217824]
35,mobile,4,"[101, 201]",Labbe+SS,"[[34476, 50204, 7334, 77440]]",[10],[0.019253015518188477],[15.235643564356437]
36,mobile,4,"[101, 201]",Labbe+SS,"[[34201, 12413, 46112, 65062]]",[10],[0.01604914665222168],[15.295049504950496]
37,mobile,4,"[101, 201]",Labbe+SS,"[[65064, 15178, 30618, 47217]]",[10],[0.01565408706665039],[10.91881188118812]
38,mobile,4,"[101, 201]",Labbe+SS,"[[53125, 76562, 27636, 9019]]",[10],[0.020427703857421875],[10.681188118811882]
39,mobile,4,"[101, 201]",Labbe+SS,"[[27461, 50233, 64950, 15532]]",[10],[0.017666339874267578],[15.116831683168318]
