scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,4,"[101, 201]",StrapGA+S_sort_4b,"[[57332, 9, 55808, 4468, 67685, 26011]]",[43188],[94.55294942855835],[10.744554455445545]
1,mobile,4,"[101, 201]",StrapGA+S_sort_4b,"[[45131, 76884, 2, 77334, 3488, 32598, 46946]]",[88612],[195.41157984733582],[11.776237623762377]
2,mobile,4,"[101, 201]",StrapGA+S_sort_4b,"[[6, 6785, 46627, 77491, 30015]]",[160513],[360.016149520874],[14.504950495049506]
3,mobile,4,"[101, 201]",StrapGA+S_sort_4b,"[[66845, 46588, 15210, 27196]]",[1692],[3.215087890625],[7.968316831683169]
4,mobile,4,"[101, 201]",StrapGA+S_sort_4b,"[[4, 44046, 34858, 73997, 9412]]",[1753],[3.8680062294006348],[10.405940594059407]
5,mobile,4,"[101, 201]",StrapGA+S_sort_4b,"[[67011, 13550, 4, 48985, 25113, 67180]]",[6983],[15.72019910812378],[10.15049504950495]
6,mobile,4,"[101, 201]",StrapGA+S_sort_4b,"[[53318, 34874, 5915, 52998, 35564, 65774, 6164]]",[155302],[360.0024108886719],[15.875247524752474]
7,mobile,4,"[101, 201]",StrapGA+S_sort_4b,"[[56356, 68129, 32203, 14843, 52349]]",[154752],[360.0152235031128],[17.13861386138614]
8,mobile,4,"[101, 201]",StrapGA+S_sort_4b,"[[14656, 23751, 68698, 16188, 56947, 27009]]",[101929],[229.29164671897888],[13.477227722772279]
9,mobile,4,"[101, 201]",StrapGA+S_sort_4b,"[[57266, 26692, 4047, 9, 13528, 66123, 24644]]",[88086],[206.08977794647217],[15.162376237623763]
