scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,5,"[101, 201]",StrapGA_sort_4b,"[[98133, 51958, 37332, 70084, 8820]]",[15725],[31.325631618499756],[10.346534653465346]
1,mobile,5,"[101, 201]",StrapGA_sort_4b,"[[53304, 17014, 97859, 70937, 12582, 53931, 26083]]",[181049],[360.00894260406494],[15.994059405940595]
2,mobile,5,"[101, 201]",StrapGA_sort_4b,"[[46571, 70987, 84525, 44077, 86799, 5429, 26242]]",[192084],[360.00093722343445],[13.875247524752476]
3,mobile,5,"[101, 201]",StrapGA_sort_4b,"[[56797, 28598, 95266, 77736, 10196]]",[194098],[360.0097484588623],[13.792079207920793]
4,mobile,5,"[101, 201]",StrapGA_sort_4b,"[[67483, 7824, 92754, 56006, 95244, 26201]]",[41984],[81.00017309188843],[11.655445544554457]
5,mobile,5,"[101, 201]",StrapGA_sort_4b,"[[25503, 10989, 77371, 14979, 55746, 85482]]",[84395],[160.3746132850647],[13.200000000000003]
6,mobile,5,"[101, 201]",StrapGA_sort_4b,"[[65513, 9334, 52238, 36306, 84490]]",[184274],[360.01325273513794],[15.85148514851485]
7,mobile,5,"[101, 201]",StrapGA_sort_4b,"[[90921, 69254, 85498, 71225, 27976, 56947, 76916, 4950]]",[186653],[360.00021862983704],[14.906930693069306]
8,mobile,5,"[101, 201]",StrapGA_sort_4b,"[[51558, 65305, 91993, 33955, 64089, 4750]]",[178094],[360.00014305114746],[16.36831683168317]
9,mobile,5,"[101, 201]",StrapGA_sort_4b,"[[77761, 36384, 55559, 90115, 8781]]",[185897],[360.0164272785187],[14.405940594059405]
