scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,5,"[101, 201]",StrapGA+SS_10b,"[[98133, 51958, 37332, 70084, 8820]]",[131354],[249.6187093257904],[10.346534653465346]
1,mobile,5,"[101, 201]",StrapGA+SS_10b,"[[44221, 17213, 97859, 12582, 70937, 53931, 26083]]",[178042],[360.00119066238403],[14.409900990099011]
2,mobile,5,"[101, 201]",StrapGA+SS_10b,"[[88582, 70987, 44077, 86799, 5429, 26242]]",[190977],[360.00453782081604],[13.873267326732673]
3,mobile,5,"[101, 201]",StrapGA+SS_10b,"[[56797, 28598, 95266, 77736, 10196]]",[193560],[360.0292513370514],[13.792079207920793]
4,mobile,5,"[101, 201]",StrapGA+SS_10b,"[[67483, 7824, 56219, 95244, 56006, 26201]]",[184567],[353.8170630931854],[10.26930693069307]
5,mobile,5,"[101, 201]",StrapGA+SS_10b,"[[25503, 11936, 77371, 14979, 55746, 85482]]",[183979],[360.02224349975586],[13.21980198019802]
6,mobile,5,"[101, 201]",StrapGA+SS_10b,"[[65513, 9334, 35694, 52238, 36306, 84490]]",[181623],[360.0173273086548],[14.902970297029704]
7,mobile,5,"[101, 201]",StrapGA+SS_10b,"[[75071, 10, 85498, 27976, 56947, 76916, 4950]]",[184095],[360.0019311904907],[15.45940594059406]
8,mobile,5,"[101, 201]",StrapGA+SS_10b,"[[51558, 37098, 66102, 91993, 33955, 4750, 64089]]",[180987],[360.03144812583923],[17.45940594059406]
9,mobile,5,"[101, 201]",StrapGA+SS_10b,"[[2928, 77761, 36384, 55559, 90115, 8781]]",[192183],[360.0368640422821],[15.457425742574255]
10,mobile,5,"[101, 201]",StrapGA+SS_10b,"[[10488, 57221, 30707, 57669, 35128, 75271, 86940]]",[183476],[360.03045439720154],[11.281188118811881]
11,mobile,5,"[101, 201]",StrapGA+SS_10b,"[[31396, 45089, 3017, 67903, 14032, 86756]]",[184144],[360.02551889419556],[15.873267326732675]
12,mobile,5,"[101, 201]",StrapGA+SS_10b,"[[84711, 23759, 15958, 50514, 31469, 70725, 3273]]",[184679],[360.0292797088623],[15.994059405940595]
13,mobile,5,"[101, 201]",StrapGA+SS_10b,"[[97321, 54062, 37333, 7073, 64654]]",[59938],[113.3914041519165],[11.990099009900991]
14,mobile,5,"[101, 201]",StrapGA+SS_10b,"[[68294, 6340, 88027, 33232, 55465]]",[187330],[360.03182578086853],[16.18811881188119]
15,mobile,5,"[101, 201]",StrapGA+SS_10b,"[[85548, 35157, 16622, 48608, 88636, 13351, 35513, 66467]]",[180805],[360.00535249710083],[16.451485148514852]
16,mobile,5,"[101, 201]",StrapGA+SS_10b,"[[84311, 12653, 51557, 71303, 24358, 94331]]",[185213],[360.01838660240173],[18.091089108910893]
17,mobile,5,"[101, 201]",StrapGA+SS_10b,"[[26591, 85132, 43755, 96014, 4530, 35031, 68013, 46376]]",[175494],[360.0357303619385],[16.74851485148515]
18,mobile,5,"[101, 201]",StrapGA+SS_10b,"[[71158, 54396, 17360, 31801, 92417, 68329]]",[193032],[360.01976251602173],[11.536633663366338]
19,mobile,5,"[101, 201]",StrapGA+SS_10b,"[[85499, 13759, 77172, 43579, 32419, 11985, 73354]]",[182381],[360.00805926322937],[16.924752475247526]
20,mobile,5,"[101, 201]",StrapGA+SS_10b,"[[35653, 91037, 64166, 11097, 50606]]",[188020],[360.0247724056244],[14.524752475247524]
21,mobile,5,"[101, 201]",StrapGA+SS_10b,"[[76738, 87037, 30298, 3712, 57086, 91034]]",[185106],[360.01644921302795],[14.803960396039605]
22,mobile,5,"[101, 201]",StrapGA+SS_10b,"[[9, 14171, 66915, 98360, 52626, 29800, 8346]]",[176918],[360.03474831581116],[18.68712871287129]
23,mobile,5,"[101, 201]",StrapGA+SS_10b,"[[4355, 85483, 2925, 87475, 50922, 24261, 75303, 57977, 94128]]",[187309],[360.03425002098083],[17.601980198019803]
