scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,5,"[101, 201]",StrapGA+S_10b,"[[98133, 51958, 37332, 70084, 8820]]",[194218],[360.00147247314453],[10.346534653465346]
1,mobile,5,"[101, 201]",StrapGA+S_10b,"[[11, 10600, 97859, 12582, 70937, 53931, 26083]]",[187950],[360.00012469291687],[13.716831683168317]
2,mobile,5,"[101, 201]",StrapGA+S_10b,"[[12, 5429, 13, 37438, 70987, 86799, 44077, 26242]]",[200746],[360.03182554244995],[13.857425742574257]
3,mobile,5,"[101, 201]",StrapGA+S_10b,"[[8, 5981, 10, 74492, 28598, 77736, 56797, 95266, 10196]]",[208171],[360.0199167728424],[13.700990099009902]
4,mobile,5,"[101, 201]",StrapGA+S_10b,"[[2, 67483, 7824, 11, 95244, 56006, 26201]]",[191680],[360.0034337043762],[9.736633663366337]
5,mobile,5,"[101, 201]",StrapGA+S_10b,"[[25503, 16157, 77371, 14979, 55746, 85482]]",[190927],[360.01127576828003],[13.21980198019802]
6,mobile,5,"[101, 201]",StrapGA+S_10b,"[[65513, 3, 34673, 52238, 36306, 84490, 9334]]",[190847],[360.00996232032776],[14.033663366336633]
7,mobile,5,"[101, 201]",StrapGA+S_10b,"[[64356, 85498, 74079, 27976, 56947, 76916, 4950]]",[193323],[360.0357141494751],[13.954455445544554]
8,mobile,5,"[101, 201]",StrapGA+S_10b,"[[10, 72511, 51558, 66317, 91993, 33955, 64089, 4750]]",[195148],[360.0349290370941],[16.768316831683173]
9,mobile,5,"[101, 201]",StrapGA+S_10b,"[[9, 36384, 77761, 55559, 90115, 8781]]",[202648],[360.0060908794403],[14.724752475247524]
10,mobile,5,"[101, 201]",StrapGA+S_10b,"[[0, 37746, 75271, 8, 35128, 57669, 10488, 86940]]",[193205],[360.0363039970398],[9.401980198019801]
11,mobile,5,"[101, 201]",StrapGA+S_10b,"[[45089, 31396, 3815, 67903, 14032, 86756]]",[193881],[360.04637575149536],[17.2990099009901]
12,mobile,5,"[101, 201]",StrapGA+S_10b,"[[84711, 58009, 3273, 31469, 50514, 70725]]",[194207],[360.0081489086151],[16.744554455445545]
13,mobile,5,"[101, 201]",StrapGA+S_10b,"[[97321, 54062, 37333, 7073, 64654]]",[200590],[360.01806640625],[11.990099009900991]
14,mobile,5,"[101, 201]",StrapGA+S_10b,"[[68294, 54611, 31255, 88027, 55424, 16991, 33232, 55465, 6340]]",[195938],[360.00031995773315],[15.720792079207921]
15,mobile,5,"[101, 201]",StrapGA+S_10b,"[[85013, 5, 57263, 13351, 66467, 88636, 35513, 48608]]",[194298],[360.0344274044037],[14.530693069306931]
16,mobile,5,"[101, 201]",StrapGA+S_10b,"[[18, 51557, 4, 12653, 24358, 71303, 94331]]",[192232],[360.0335178375244],[16.23168316831683]
17,mobile,5,"[101, 201]",StrapGA+S_10b,"[[30434, 18, 45748, 96014, 1, 35031, 68013, 46376, 4530]]",[188995],[360.03166007995605],[16.433663366336635]
18,mobile,5,"[101, 201]",StrapGA+S_10b,"[[31801, 92752, 54396, 17360, 92417, 68329]]",[203338],[360.0109312534332],[10.883168316831682]
19,mobile,5,"[101, 201]",StrapGA+S_10b,"[[35960, 9, 36667, 73354, 85499, 11985, 32419, 43579]]",[192709],[360.0064971446991],[16.590099009900992]
20,mobile,5,"[101, 201]",StrapGA+S_10b,"[[35653, 91037, 64166, 11097, 50606]]",[194460],[360.02429389953613],[14.524752475247524]
21,mobile,5,"[101, 201]",StrapGA+S_10b,"[[3712, 76738, 86830, 30298, 57086, 91034]]",[191226],[360.0034532546997],[15.35841584158416]
22,mobile,5,"[101, 201]",StrapGA+S_10b,"[[85984, 9, 77109, 8346, 98360, 29800, 52626, 66915]]",[188251],[360.0208103656769],[18.213861386138614]
23,mobile,5,"[101, 201]",StrapGA+S_10b,"[[3, 19, 72923, 0, 24261, 2925, 57977, 75303, 94128]]",[196768],[360.0191602706909],[15.364356435643565]
24,mobile,5,"[101, 201]",StrapGA+S_10b,"[[25466, 13, 34373, 92157, 37564, 49635, 78309, 92577, 3503]]",[188255],[360.0136630535126],[14.750495049504952]
25,mobile,5,"[101, 201]",StrapGA+S_10b,"[[63802, 55457, 18, 52614, 25370, 17406, 51995, 94069]]",[195297],[360.027756690979],[13.045544554455446]
26,mobile,5,"[101, 201]",StrapGA+S_10b,"[[65682, 87671, 1, 32647, 56077, 3412]]",[202959],[360.0115818977356],[12.962376237623761]
27,mobile,5,"[101, 201]",StrapGA+S_10b,"[[36712, 13, 34483, 13672, 45903, 92403, 74232]]",[191282],[360.0354299545288],[16.37029702970297]
28,mobile,5,"[101, 201]",StrapGA+S_10b,"[[3321, 32876, 11, 87028, 47781, 68410]]",[192815],[360.006605386734],[14.724752475247525]
29,mobile,5,"[101, 201]",StrapGA+S_10b,"[[5142, 10, 76939, 85895, 14912, 51934, 26656]]",[194558],[360.0281319618225],[15.85544554455446]
30,mobile,5,"[101, 201]",StrapGA+S_10b,"[[85688, 36839, 13248, 36280, 68116, 55925, 33503, 88749]]",[197225],[360.02266001701355],[16.68910891089109]
31,mobile,5,"[101, 201]",StrapGA+S_10b,"[[65402, 16994, 27510, 98531, 49183]]",[192083],[360.0000567436218],[14.267326732673268]
32,mobile,5,"[101, 201]",StrapGA+S_10b,"[[6, 67245, 7, 97532, 36490, 55013, 12337, 95452]]",[197650],[360.02322697639465],[14.887128712871286]
33,mobile,5,"[101, 201]",StrapGA+S_10b,"[[1, 47918, 10159, 48074, 23282, 14919, 54961, 94397, 66782]]",[197889],[360.0253086090088],[17.542574257425745]
34,mobile,5,"[101, 201]",StrapGA+S_10b,"[[4601, 48110, 10418, 65494, 32276, 11429, 85557]]",[188735],[360.03186559677124],[17.657425742574258]
35,mobile,5,"[101, 201]",StrapGA+S_10b,"[[92701, 36451, 44503, 75700, 6572]]",[194612],[360.02236890792847],[15.0990099009901]
36,mobile,5,"[101, 201]",StrapGA+S_10b,"[[27835, 19, 64124, 56192, 16280, 67922, 87904]]",[197188],[360.02406215667725],[13.36039603960396]
37,mobile,5,"[101, 201]",StrapGA+S_10b,"[[64425, 4, 11390, 92558, 13448, 36726, 13655, 8, 6015, 44874]]",[192769],[360.02783584594727],[12.198019801980198]
38,mobile,5,"[101, 201]",StrapGA+S_10b,"[[2, 15, 86772, 0, 32037, 54183, 15883, 64894]]",[194243],[360.02863574028015],[16.312871287128715]
39,mobile,5,"[101, 201]",StrapGA+S_10b,"[[3157, 23490, 9847, 77755, 89560, 27620, 47192]]",[195267],[360.0031156539917],[15.043564356435644]
