scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,5,"[101, 201]",StrapGA+S_4b,"[[98133, 51958, 37332, 70084, 8820]]",[44360],[82.91612887382507],[10.346534653465346]
1,mobile,5,"[101, 201]",StrapGA+S_4b,"[[57074, 3, 92008, 12582, 70937, 11, 97859, 53931, 26083]]",[180913],[360.0003128051758],[13.483168316831682]
2,mobile,5,"[101, 201]",StrapGA+S_4b,"[[12, 5429, 13, 37630, 70987, 86799, 44077, 26242]]",[190702],[360.00038146972656],[13.67920792079208]
3,mobile,5,"[101, 201]",StrapGA+S_4b,"[[56797, 6, 77736, 28598, 95266, 10196]]",[192829],[360.0102787017822],[13.695049504950497]
4,mobile,5,"[101, 201]",StrapGA+S_4b,"[[2, 67483, 7824, 11, 95244, 56006, 26201]]",[13533],[27.661479234695435],[9.736633663366337]
5,mobile,5,"[101, 201]",StrapGA+S_4b,"[[10949, 77371, 14979, 55746, 85482, 25503]]",[33332],[65.65801787376404],[12.863366336633664]
6,mobile,5,"[101, 201]",StrapGA+S_4b,"[[65513, 3, 31852, 52238, 36306, 84490, 9334]]",[109007],[206.9456832408905],[14.172277227722773]
7,mobile,5,"[101, 201]",StrapGA+S_4b,"[[75270, 85498, 27976, 56947, 76916, 4950]]",[181530],[360.00018405914307],[15.21980198019802]
8,mobile,5,"[101, 201]",StrapGA+S_4b,"[[91993, 65071, 10, 64089, 51558, 33955, 4750]]",[181522],[360.0087401866913],[16.291089108910892]
9,mobile,5,"[101, 201]",StrapGA+S_4b,"[[77761, 4, 9, 8781, 36384, 55559, 90115]]",[187901],[360.0115342140198],[14.330693069306932]
10,mobile,5,"[101, 201]",StrapGA+S_4b,"[[3, 86940, 10488, 75271, 9, 35128, 57669]]",[74278],[139.014066696167],[10.27128712871287]
11,mobile,5,"[101, 201]",StrapGA+S_4b,"[[4623, 66035, 31396, 45089, 67903, 14032, 86756]]",[180193],[360.0039916038513],[16.984158415841584]
12,mobile,5,"[101, 201]",StrapGA+S_4b,"[[84711, 31910, 2, 50514, 31469, 70725, 3273]]",[184296],[360.00104904174805],[15.697029702970298]
13,mobile,5,"[101, 201]",StrapGA+S_4b,"[[97321, 54062, 37333, 7073, 64654]]",[21043],[39.54503870010376],[11.990099009900991]
14,mobile,5,"[101, 201]",StrapGA+S_4b,"[[14908, 88027, 55465, 33232, 4694, 68294, 6340]]",[179544],[360.0149540901184],[15.736633663366336]
15,mobile,5,"[101, 201]",StrapGA+S_4b,"[[85025, 6, 48608, 88636, 13351, 35513, 66467]]",[179973],[360.01138377189636],[15.934653465346535]
16,mobile,5,"[101, 201]",StrapGA+S_4b,"[[18, 51557, 12, 12653, 71303, 94331, 24358]]",[183856],[360.00822281837463],[14.62772277227723]
17,mobile,5,"[101, 201]",StrapGA+S_4b,"[[89135, 5, 46173, 96014, 4530, 35031, 68013, 46376]]",[175684],[360.01794624328613],[16.966336633663367]
18,mobile,5,"[101, 201]",StrapGA+S_4b,"[[31801, 18, 17360, 54396, 92417, 68329]]",[46371],[83.69486904144287],[10.883168316831682]
19,mobile,5,"[101, 201]",StrapGA+S_4b,"[[85499, 15761, 9, 4, 73354, 11985, 32419, 43579]]",[185596],[360.00843238830566],[16.80792079207921]
20,mobile,5,"[101, 201]",StrapGA+S_4b,"[[35653, 91037, 64166, 11097, 50606]]",[186662],[360.0144567489624],[14.524752475247524]
21,mobile,5,"[101, 201]",StrapGA+S_4b,"[[76738, 30298, 3712, 57086, 91034]]",[182723],[360.0098159313202],[15.23762376237624]
22,mobile,5,"[101, 201]",StrapGA+S_4b,"[[93988, 3, 66915, 52626, 98360, 29800, 8346]]",[178217],[360.01595091819763],[17.677227722772276]
23,mobile,5,"[101, 201]",StrapGA+S_4b,"[[3941, 86695, 2925, 19, 76143, 91528, 6, 75303, 57977, 94128, 24261]]",[185317],[360.00377583503723],[15.586138613861387]
24,mobile,5,"[101, 201]",StrapGA+S_4b,"[[27879, 13, 37455, 76291, 9, 78309, 92577, 37564, 49635, 3503]]",[176217],[360.0123224258423],[15.722772277227723]
25,mobile,5,"[101, 201]",StrapGA+S_4b,"[[63802, 57846, 25370, 17406, 18, 51995, 94069]]",[186172],[360.00748658180237],[12.271287128712872]
26,mobile,5,"[101, 201]",StrapGA+S_4b,"[[65682, 87671, 1, 32647, 56077, 3412]]",[50801],[94.74880003929138],[12.962376237623761]
27,mobile,5,"[101, 201]",StrapGA+S_4b,"[[29528, 13, 34483, 13672, 45903, 92403, 74232]]",[177709],[360.0288395881653],[19.182178217821782]
28,mobile,5,"[101, 201]",StrapGA+S_4b,"[[3321, 32876, 11, 87028, 47781, 68410]]",[78332],[152.8521409034729],[14.724752475247525]
29,mobile,5,"[101, 201]",StrapGA+S_4b,"[[2, 76939, 14912, 93786, 26656, 51934, 85895]]",[180130],[360.01257061958313],[16.805940594059408]
30,mobile,5,"[101, 201]",StrapGA+S_4b,"[[84467, 13248, 68116, 52342, 33503, 55925, 88749]]",[181607],[360.0081706047058],[16.627722772277227]
31,mobile,5,"[101, 201]",StrapGA+S_4b,"[[16994, 27510, 98531, 10, 65402, 49183]]",[9772],[19.240479230880737],[13.25940594059406]
32,mobile,5,"[101, 201]",StrapGA+S_4b,"[[6, 67245, 7, 97552, 36490, 55013, 97258, 3, 95452, 12337]]",[191230],[360.0137403011322],[15.326732673267326]
33,mobile,5,"[101, 201]",StrapGA+S_4b,"[[55374, 5, 94397, 54961, 6, 66782, 14919, 23282]]",[187053],[360.003258228302],[15.936633663366338]
34,mobile,5,"[101, 201]",StrapGA+S_4b,"[[4209, 8, 5561, 48110, 32276, 65494, 11429, 85557]]",[179335],[360.00502705574036],[17.124752475247522]
35,mobile,5,"[101, 201]",StrapGA+S_4b,"[[92701, 44503, 75700, 36451, 6572]]",[179267],[360.0022032260895],[15.099009900990097]
36,mobile,5,"[101, 201]",StrapGA+S_4b,"[[27835, 47672, 19, 67922, 87904, 56192, 16280]]",[182910],[360.00903129577637],[14.865346534653467]
37,mobile,5,"[101, 201]",StrapGA+S_4b,"[[64425, 36726, 16, 16339, 92558, 14477, 8, 6015, 44874]]",[179850],[360.000301361084],[12.908910891089107]
38,mobile,5,"[101, 201]",StrapGA+S_4b,"[[15, 2, 86772, 64894, 0, 32037, 54183, 15883]]",[184980],[360.0001356601715],[16.352475247524755]
39,mobile,5,"[101, 201]",StrapGA+S_4b,"[[24200, 9847, 77755, 89560, 27620, 47192]]",[181510],[360.00873827934265],[14.645544554455446]
