scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,8,"[101, 201]",StrapGA_4b,"[[137212, 73956, 95777, 104549, 154848, 33578, 44590, 8165]]",[245767],[360.00291872024536],[20.649504950495054]
1,mobile,8,"[101, 201]",StrapGA_4b,"[[66721, 124255, 46125, 33031, 12413, 114348, 92489, 146678, 55593, 109634, 26858]]",[230314],[360.0216088294983],[19.645544554455444]
2,mobile,8,"[101, 201]",StrapGA_4b,"[[156552, 37585, 126855, 56566, 16512, 34717, 90648, 118102, 153076, 114540, 66027]]",[211631],[360.00705552101135],[25.308910891089113]
3,mobile,8,"[101, 201]",StrapGA_4b,"[[46831, 91127, 160155, 17612, 133075, 112400, 66151, 54975, 37769, 7390]]",[239940],[360.00567841529846],[18.792079207920793]
4,mobile,8,"[101, 201]",StrapGA_4b,"[[126506, 70111, 159227, 118703, 14847, 31033, 44820, 75582, 86970]]",[247029],[360.01535534858704],[24.869306930693067]
5,mobile,8,"[101, 201]",StrapGA_4b,"[[131450, 43561, 151114, 87880, 31898, 12568, 33897, 117161, 10120, 145008, 75599, 130600, 43148]]",[222722],[360.01038789749146],[21.80792079207921]
6,mobile,8,"[101, 201]",StrapGA_4b,"[[93936, 128408, 29251, 146411, 98201, 63337, 10928, 45153, 109549]]",[235269],[360.0069704055786],[25.32475247524752]
7,mobile,8,"[101, 201]",StrapGA_4b,"[[84005, 110385, 133411, 146158, 95592, 13856, 124221, 45607, 75053, 28869]]",[236861],[360.01357412338257],[24.613861386138616]
8,mobile,8,"[101, 201]",StrapGA_4b,"[[113810, 56206, 3321, 98857, 157678, 129924, 26968, 65453, 7603]]",[230375],[360.01015996932983],[22.532673267326736]
9,mobile,8,"[101, 201]",StrapGA_4b,"[[5299, 74710, 97515, 112674, 56878, 31930, 118075, 129276, 149058, 84205, 11524]]",[197479],[360.00684666633606],[25.170297029702972]
10,mobile,8,"[101, 201]",StrapGA_4b,"[[77202, 10521, 98450, 112790, 54199, 92652, 38362, 152653, 138975, 2696]]",[203608],[360.0016791820526],[22.69306930693069]
11,mobile,8,"[101, 201]",StrapGA_4b,"[[89244, 67673, 115368, 57118, 125527, 11079, 154862, 36103]]",[225277],[360.0126142501831],[21.5009900990099]
12,mobile,8,"[101, 201]",StrapGA_4b,"[[64467, 14049, 36398, 87510, 112186, 55975, 127254, 159146]]",[227785],[360.0068633556366],[24.76831683168317]
13,mobile,8,"[101, 201]",StrapGA_4b,"[[63260, 144988, 31668, 109107, 49481, 14810, 90456, 130991]]",[241660],[360.0120220184326],[21.83762376237624]
