scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[95777, 73956, 104549, 44590, 137212, 33578, 154848, 8165]]",[200849],[360.02527689933777],[20.471287128712873]
1,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[124255, 146678, 66721, 55679, 12413, 26858, 92489, 55593, 109634]]",[194707],[360.02284836769104],[19.91881188118812]
2,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[114540, 133865, 12, 16512, 153076, 34717, 126855, 56566, 90648, 66027]]",[175528],[360.0110926628113],[24.930693069306933]
3,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[63934, 91127, 7390, 54975, 160155, 133075, 112400, 37769, 66151]]",[197067],[360.0190930366516],[18.077227722772278]
4,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[126506, 4853, 159227, 31033, 75582, 118703, 44820, 14847, 86970]]",[203369],[360.02246594429016],[24.374257425742574]
5,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[84405, 151666, 63728, 43148, 117161, 10120, 145008, 87880, 33897, 75599, 130600]]",[180898],[360.0415165424347],[22.45742574257426]
6,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[144836, 128408, 29251, 98201, 63337, 109549, 146411, 10928, 45153]]",[189188],[360.0236256122589],[25.502970297029705]
7,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[89051, 146158, 110385, 124221, 45607, 95592, 13856, 28869, 75053]]",[193620],[360.0420038700104],[24.611881188118815]
8,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[65453, 27131, 113810, 56206, 7603, 26968, 157678, 98857, 129924]]",[196542],[360.04130506515503],[24.097029702970296]
9,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[144481, 6111, 74710, 38, 84205, 31930, 129276, 56878, 118075, 11524, 149058]]",[164023],[360.0185341835022],[25.011881188118814]
10,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[46215, 77202, 112790, 92652, 38362, 152653, 138975, 2696, 54199]]",[170049],[360.05300307273865],[24.3940594059406]
11,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[89244, 67673, 115368, 154862, 36103, 57118, 125527, 11079]]",[183890],[360.030522108078],[20.015841584158416]
12,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[104518, 64467, 14049, 87510, 55975, 127254, 112186, 159146, 36398]]",[191299],[360.04439783096313],[25.324752475247525]
13,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[49481, 18100, 130991, 144988, 63260, 31668, 109107, 14810, 90456]]",[198907],[360.0231475830078],[22.552475247524754]
14,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[11467, 58124, 119170, 97157, 72310, 146498, 129529, 26569]]",[195036],[360.0508348941803],[21.283168316831684]
15,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[3165, 152331, 9194, 64421, 83786, 11726, 134303, 119027, 48371, 78947, 29353]]",[175159],[360.0370421409607],[22.041584158415844]
16,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[42886, 37, 144706, 31924, 135300, 68048, 15970, 114898, 88374]]",[183688],[360.01775908470154],[23.601980198019803]
17,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[131170, 146241, 47269, 75377, 98644, 105608, 8821, 33250]]",[195010],[360.036269903183],[18.352475247524755]
18,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[104901, 146602, 78135, 9148, 55579, 90832, 126859, 25660]]",[202107],[360.00617837905884],[19.045544554455443]
19,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[9068, 149735, 28212, 99036, 17, 136520, 112053, 73347, 44950]]",[186289],[360.0051031112671],[20.116831683168318]
20,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[93799, 158610, 119187, 125799, 72439, 37720, 11964, 145262, 49456]]",[180549],[360.0363519191742],[25.85940594059406]
21,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[124303, 110313, 88325, 67950, 14838, 144683, 116484, 52454, 28485]]",[186863],[360.05100750923157],[24.35445544554456]
22,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[29372, 91440, 43997, 3019, 65217, 153522, 106196, 125741]]",[204414],[360.04505133628845],[16.015841584158416]
23,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[43720, 78742, 98214, 34670, 125626, 145193, 111713, 11880, 85178]]",[198963],[360.01841831207275],[22.750495049504956]
24,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[158941, 45, 157165, 43, 63715, 51565, 10986, 130534, 32987, 84087, 108305]]",[184400],[360.01676201820374],[24.21980198019802]
25,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[44424, 11278, 32446, 159541, 76699, 88742, 109314, 127364]]",[178439],[360.0099091529846],[17.580198019801983]
26,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[64105, 152168, 34814, 11164, 111189, 86242, 56010, 132636, 147691]]",[188140],[360.0013704299927],[21.32475247524753]
27,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[129558, 85297, 10791, 104762, 65309, 29314, 99081, 15019, 51246, 156002]]",[190813],[360.0283877849579],[21.80198019801981]
28,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[47010, 124144, 152088, 10, 32558, 84664, 4698, 130069, 63624, 160014, 113712, 18003]]",[171743],[360.0184452533722],[26.578217821782182]
29,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[111965, 45871, 114007, 10835, 99275, 115178, 73600, 125729, 26942, 47907, 145302, 126126]]",[188376],[360.007887840271],[23.607920792079206]
30,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[124988, 4695, 70045, 14354, 104405, 35724, 55094, 132985, 84012, 159769]]",[181137],[360.0081503391266],[24.316831683168317]
31,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[127976, 104185, 78700, 93422, 57847, 34590, 13653, 147721]]",[214571],[360.04882192611694],[17.58019801980198]
32,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[22672, 84044, 109750, 29682, 3695, 71235, 135665, 55752, 146905]]",[186327],[360.04301381111145],[18.730693069306934]
33,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[43399, 106000, 133877, 160104, 67255, 17161, 31690, 109014, 56822, 86616]]",[182037],[360.02876710891724],[26.13861386138614]
34,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[57081, 36320, 14760, 92031, 135114, 66079, 107978, 125944, 146520]]",[186981],[360.0305061340332],[15.998019801980199]
35,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[148062, 48, 48482, 112752, 93163, 63920, 37280, 15498, 51292, 133735, 153701]]",[181340],[360.0203158855438],[25.13069306930693]
36,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[32895, 159568, 30692, 8630, 74470, 133137, 84450, 50664, 104461]]",[177519],[360.03778052330017],[22.255445544554455]
37,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[28491, 86742, 18, 155588, 72552, 6713, 56614, 124385, 117428, 64932]]",[168189],[360.03990864753723],[21.009900990099013]
38,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[112544, 136638, 51090, 144429, 95988, 30031, 10003, 69452, 149754]]",[186665],[360.0227792263031],[19.72079207920792]
39,mobile,8,"[101, 201]",StrapGA+SS_6b,"[[22, 50807, 151936, 33, 16650, 105661, 77696, 92543, 33776, 125459]]",[196480],[360.016884803772],[23.089108910891092]
