scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,8,"[101, 201]",Labbe+SS,"[[95777, 154848, 44590, 137212, 104549, 8165, 33578, 73956]]",[110],[0.17616581916809082],[25.025742574257425]
1,mobile,8,"[101, 201]",Labbe+SS,"[[12413, 124255, 92489, 66721, 146678, 26858, 109634, 55593]]",[82],[0.15152621269226074],[30.887128712871284]
2,mobile,8,"[101, 201]",Labbe+SS,"[[56566, 114540, 90648, 66027, 153076, 16512, 126855, 34717]]",[66],[0.1146092414855957],[29.263366336633666]
3,mobile,8,"[101, 201]",Labbe+SS,"[[112400, 66151, 7390, 133075, 37769, 54975, 160155, 91127]]",[95],[0.15723752975463867],[27.75841584158416]
4,mobile,8,"[101, 201]",Labbe+SS,"[[118703, 31033, 14847, 86970, 126506, 159227, 75582, 44820]]",[104],[0.16470575332641602],[30.78811881188119]
5,mobile,8,"[101, 201]",Labbe+SS,"[[117161, 145008, 87880, 10120, 27, 43148, 130600, 33897, 75599]]",[56],[0.12037205696105957],[27.403960396039604]
6,mobile,8,"[101, 201]",Labbe+SS,"[[128408, 98201, 146411, 29251, 45153, 10928, 109549, 63337]]",[82],[0.1496598720550537],[34.392079207920794]
7,mobile,8,"[101, 201]",Labbe+SS,"[[146158, 124221, 95592, 45607, 28869, 13856, 110385, 75053]]",[79],[0.1525256633758545],[31.4019801980198]
8,mobile,8,"[101, 201]",Labbe+SS,"[[56206, 113810, 65453, 26968, 7603, 129924, 98857, 157678]]",[77],[0.15166759490966797],[28.92673267326733]
9,mobile,8,"[101, 201]",Labbe+SS,"[[74710, 11524, 147004, 84205, 31930, 129276, 149058, 41, 56878, 118075]]",[76],[0.18304944038391113],[43.188118811881196]
10,mobile,8,"[101, 201]",Labbe+SS,"[[77202, 112790, 38362, 152653, 6, 54199, 92652, 138975, 2696]]",[68],[0.2057201862335205],[25.899009900990098]
11,mobile,8,"[101, 201]",Labbe+SS,"[[89244, 67673, 115368, 57118, 125527, 11079, 154862, 36103]]",[66],[0.11744379997253418],[21.5009900990099]
12,mobile,8,"[101, 201]",Labbe+SS,"[[14049, 87510, 112186, 127254, 36398, 159146, 64467, 55975]]",[88],[0.15892624855041504],[29.619801980198023]
13,mobile,8,"[101, 201]",Labbe+SS,"[[109107, 14810, 90456, 31668, 63260, 49481, 130991, 144988]]",[113],[0.18848276138305664],[26.66930693069307]
14,mobile,8,"[101, 201]",Labbe+SS,"[[58124, 97157, 11467, 72310, 26569, 119170, 146498, 129529]]",[101],[0.177626371383667],[27.401980198019807]
15,mobile,8,"[101, 201]",Labbe+SS,"[[119027, 29353, 134303, 51, 83786, 11726, 152331, 19, 78947, 48371]]",[94],[0.23076248168945312],[36.43564356435644]
16,mobile,8,"[101, 201]",Labbe+SS,"[[31924, 135300, 114898, 68048, 42886, 88374, 144706, 15970]]",[67],[0.1182408332824707],[29.679207920792084]
17,mobile,8,"[101, 201]",Labbe+SS,"[[75377, 47269, 98644, 8821, 131170, 146241, 105608, 33250]]",[94],[0.16537690162658691],[25.481188118811883]
18,mobile,8,"[101, 201]",Labbe+SS,"[[9148, 55579, 146602, 90832, 104901, 126859, 25660, 78135]]",[101],[0.17322707176208496],[28.273267326732675]
19,mobile,8,"[101, 201]",Labbe+SS,"[[28212, 136520, 112053, 9068, 99036, 149735, 53539, 73347, 44950]]",[79],[0.171983003616333],[30.156435643564354]
20,mobile,8,"[101, 201]",Labbe+SS,"[[93799, 72439, 145262, 119187, 37720, 125799, 49456, 11964]]",[50],[0.09901118278503418],[29.580198019801983]
21,mobile,8,"[101, 201]",Labbe+SS,"[[88325, 67950, 14838, 116484, 28485, 144683, 124303, 52454]]",[87],[0.15776991844177246],[32.62970297029703]
22,mobile,8,"[101, 201]",Labbe+SS,"[[106196, 153522, 43997, 29372, 3019, 65217, 91440, 125741]]",[78],[0.5786964893341064],[24.530693069306935]
23,mobile,8,"[101, 201]",Labbe+SS,"[[34670, 78742, 145193, 43720, 125626, 11880, 110090, 85178, 111713]]",[66],[0.14438772201538086],[28.334653465346538]
24,mobile,8,"[101, 201]",Labbe+SS,"[[32987, 108305, 84087, 63715, 10986, 138773, 157165, 51565, 130534]]",[78],[0.17129015922546387],[29.9980198019802]
25,mobile,8,"[101, 201]",Labbe+SS,"[[32446, 159541, 76699, 88742, 109314, 11278, 44424, 127364]]",[75],[0.15249276161193848],[20.332673267326737]
26,mobile,8,"[101, 201]",Labbe+SS,"[[64105, 11164, 56010, 147691, 34814, 111189, 86242, 132636]]",[60],[0.1249699592590332],[31.857425742574257]
27,mobile,8,"[101, 201]",Labbe+SS,"[[104762, 65309, 29314, 129558, 51246, 156002, 15019, 99081]]",[77],[0.13656163215637207],[23.223762376237623]
28,mobile,8,"[101, 201]",Labbe+SS,"[[32558, 47010, 84664, 46, 113712, 18003, 130069, 78176, 160014, 63624]]",[91],[0.22856354713439941],[36.21782178217822]
29,mobile,8,"[101, 201]",Labbe+SS,"[[99275, 115178, 35081, 126126, 47907, 73600, 10835, 26942, 145302]]",[106],[0.21474790573120117],[34.80990099009901]
30,mobile,8,"[101, 201]",Labbe+SS,"[[35724, 132985, 84012, 55094, 159769, 4263, 104405, 70045, 14354]]",[56],[0.12943720817565918],[34.314851485148516]
31,mobile,8,"[101, 201]",Labbe+SS,"[[57847, 104185, 78700, 127976, 13653, 93422, 147721, 34590]]",[103],[0.1783444881439209],[23.02574257425743]
32,mobile,8,"[101, 201]",Labbe+SS,"[[84044, 29682, 3695, 71235, 109750, 146905, 135665, 55752]]",[55],[0.11137890815734863],[22.471287128712873]
33,mobile,8,"[101, 201]",Labbe+SS,"[[133877, 160104, 67255, 17161, 31690, 109014, 56822, 86616]]",[54],[0.10541796684265137],[26.550495049504953]
34,mobile,8,"[101, 201]",Labbe+SS,"[[66079, 14760, 57081, 36320, 92031, 107978, 146520, 125944]]",[82],[0.1374671459197998],[26.669306930693068]
35,mobile,8,"[101, 201]",Labbe+SS,"[[63920, 37280, 93163, 15498, 112752, 153701, 51292, 133735]]",[88],[0.1689774990081787],[29.302970297029702]
36,mobile,8,"[101, 201]",Labbe+SS,"[[8630, 74470, 133137, 159568, 50664, 84450, 30692, 104461]]",[61],[0.12244224548339844],[26.768316831683173]
37,mobile,8,"[101, 201]",Labbe+SS,"[[28491, 86742, 124385, 155588, 117428, 64932, 2, 56614, 6713]]",[71],[0.1603076457977295],[30.25544554455446]
38,mobile,8,"[101, 201]",Labbe+SS,"[[112544, 136638, 51090, 148211, 10003, 95988, 69452, 149754, 30031]]",[92],[0.21261000633239746],[25.364356435643565]
39,mobile,8,"[101, 201]",Labbe+SS,"[[77696, 151936, 105661, 125459, 92543, 16650, 33776, 50807]]",[79],[0.16544151306152344],[29.461386138613868]
