scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,3,"[101, 201]",StrapGA_sort_4b,"[[36650, 46664, 8018]]",[554],[1.3242566585540771],[10.83762376237624]
1,mobile,3,"[101, 201]",StrapGA_sort_4b,"[[55908, 14769, 30891, 54909]]",[173132],[360.0058310031891],[15.671287128712873]
2,mobile,3,"[101, 201]",StrapGA_sort_4b,"[[26766, 4922, 56750]]",[1628],[3.58194899559021],[12.322772277227724]
3,mobile,3,"[101, 201]",StrapGA_sort_4b,"[[4280, 56017, 35018, 52790]]",[16109],[33.9122211933136],[13.156435643564356]
4,mobile,3,"[101, 201]",StrapGA_sort_4b,"[[35904, 9915, 51887, 31896]]",[20474],[44.2943229675293],[13.275247524752476]
5,mobile,3,"[101, 201]",StrapGA_sort_4b,"[[4476, 34145, 48965, 11304]]",[4512],[9.782749652862549],[13.136633663366338]
6,mobile,3,"[101, 201]",StrapGA_sort_4b,"[[15702, 50998, 31630, 56396, 24294]]",[935],[1.9706668853759766],[11.099009900990099]
7,mobile,3,"[101, 201]",StrapGA_sort_4b,"[[5674, 45992, 26445]]",[397],[0.7923188209533691],[9.847524752475248]
8,mobile,3,"[101, 201]",StrapGA_sort_4b,"[[23981, 54376, 4756]]",[41],[0.0672299861907959],[10.817821782178218]
9,mobile,3,"[101, 201]",StrapGA_sort_4b,"[[50103, 36112, 4559]]",[348],[0.7369987964630127],[9.035643564356436]
