scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,3,"[101, 201]",StrapGA_4b,"[[36650, 46664, 8018]]",[296],[0.525676965713501],[10.83762376237624]
1,mobile,3,"[101, 201]",StrapGA_4b,"[[4255, 54909, 14769, 30891]]",[203693],[360.00067162513733],[15.790099009900992]
2,mobile,3,"[101, 201]",StrapGA_4b,"[[26766, 4922, 56750]]",[2755],[4.890218019485474],[12.322772277227724]
3,mobile,3,"[101, 201]",StrapGA_4b,"[[52608, 4280, 35018, 52790]]",[3468],[6.03203010559082],[13.116831683168318]
4,mobile,3,"[101, 201]",StrapGA_4b,"[[45727, 31896, 4160, 51887, 9915]]",[14299],[25.630305528640747],[12.861386138613863]
5,mobile,3,"[101, 201]",StrapGA_4b,"[[8868, 34145, 48965, 11304]]",[3260],[6.08639121055603],[13.136633663366338]
6,mobile,3,"[101, 201]",StrapGA_4b,"[[15702, 24294, 56396]]",[1439],[2.496997356414795],[12.124752475247526]
7,mobile,3,"[101, 201]",StrapGA_4b,"[[5674, 45992, 26445]]",[206],[0.3436858654022217],[9.847524752475248]
8,mobile,3,"[101, 201]",StrapGA_4b,"[[23981, 54376, 4756]]",[41],[0.06652402877807617],[10.817821782178218]
9,mobile,3,"[101, 201]",StrapGA_4b,"[[50103, 36112, 4559]]",[193],[0.32654523849487305],[9.035643564356436]
10,mobile,3,"[101, 201]",StrapGA_4b,"[[26768, 44599, 7544]]",[291],[0.5823819637298584],[10.065346534653466]
11,mobile,3,"[101, 201]",StrapGA_4b,"[[45517, 26881, 53727, 15605]]",[1406],[2.621915340423584],[9.611881188118812]
12,mobile,3,"[101, 201]",StrapGA_4b,"[[54830, 27086, 56222, 10956, 50099]]",[37707],[71.51467895507812],[12.683168316831685]
13,mobile,3,"[101, 201]",StrapGA_4b,"[[54958, 12894, 25081]]",[47],[0.0773012638092041],[9.154455445544555]
14,mobile,3,"[101, 201]",StrapGA_4b,"[[25437, 54000, 13557, 51686, 25290]]",[2907],[5.321823596954346],[9.792079207920793]
15,mobile,3,"[101, 201]",StrapGA_4b,"[[16350, 36562, 46461, 10775, 26304]]",[15189],[27.237592220306396],[12.881188118811883]
16,mobile,3,"[101, 201]",StrapGA_4b,"[[57134, 31504, 5816, 32475, 5201]]",[12925],[23.161839962005615],[14.564356435643566]
17,mobile,3,"[101, 201]",StrapGA_4b,"[[48534, 36046, 14435]]",[41],[0.06357073783874512],[7.66930693069307]
18,mobile,3,"[101, 201]",StrapGA_4b,"[[32643, 4941, 53428]]",[2306],[3.974259614944458],[12.996039603960398]
19,mobile,3,"[101, 201]",StrapGA_4b,"[[26703, 56834, 9935]]",[141],[0.24004769325256348],[7.332673267326733]
20,mobile,3,"[101, 201]",StrapGA_4b,"[[34356, 11138, 48285]]",[294],[0.5169308185577393],[9.075247524752475]
21,mobile,3,"[101, 201]",StrapGA_4b,"[[28591, 5715, 33453, 50230]]",[2010],[3.5987088680267334],[12.483168316831684]
22,mobile,3,"[101, 201]",StrapGA_4b,"[[33123, 12940, 34484, 55632, 6772]]",[75740],[130.6171681880951],[14.702970297029704]
23,mobile,3,"[101, 201]",StrapGA_4b,"[[24971, 54908, 9736]]",[149],[0.26010918617248535],[9.372277227722773]
24,mobile,3,"[101, 201]",StrapGA_4b,"[[29272, 53445, 13904]]",[654],[1.2114927768707275],[10.817821782178218]
25,mobile,3,"[101, 201]",StrapGA_4b,"[[44404, 15630, 26231]]",[120],[0.19789433479309082],[6.758415841584158]
26,mobile,3,"[101, 201]",StrapGA_4b,"[[27003, 28528, 51923, 15407, 35750]]",[43714],[76.16796517372131],[14.247524752475247]
27,mobile,3,"[101, 201]",StrapGA_4b,"[[55645, 9556, 27283, 4709]]",[2328],[4.461672782897949],[7.86930693069307]
28,mobile,3,"[101, 201]",StrapGA_4b,"[[51586, 30378, 10717]]",[17763],[32.49263596534729],[12.936633663366338]
29,mobile,3,"[101, 201]",StrapGA_4b,"[[54255, 14008, 49624, 23990]]",[910],[1.5635955333709717],[8.027722772277228]
30,mobile,3,"[101, 201]",StrapGA_4b,"[[14802, 25039, 55655, 11106, 30070]]",[90487],[168.57878398895264],[14.24752475247525]
31,mobile,3,"[101, 201]",StrapGA_4b,"[[32127, 55592, 14716, 47871, 12785]]",[8734],[16.119590997695923],[13.316831683168317]
32,mobile,3,"[101, 201]",StrapGA_4b,"[[46533, 29379, 11221, 46339]]",[1103],[1.9897615909576416],[9.572277227722774]
33,mobile,3,"[101, 201]",StrapGA_4b,"[[33733, 45185, 6282]]",[105],[0.16529512405395508],[7.530693069306931]
34,mobile,3,"[101, 201]",StrapGA_4b,"[[29512, 56603, 9122]]",[404],[0.7414395809173584],[9.847524752475248]
35,mobile,3,"[101, 201]",StrapGA_4b,"[[4908, 24547, 54640, 28974, 9954]]",[54265],[99.37555384635925],[13.910891089108912]
36,mobile,3,"[101, 201]",StrapGA_4b,"[[12891, 44265, 16357, 45735, 28002, 45567]]",[22973],[40.845304012298584],[12.883168316831682]
37,mobile,3,"[101, 201]",StrapGA_4b,"[[47214, 15608, 30019]]",[181],[0.3059391975402832],[9.253465346534654]
38,mobile,3,"[101, 201]",StrapGA_4b,"[[25509, 57045, 13553, 55635, 27500]]",[2039],[3.624767303466797],[9.930693069306932]
39,mobile,3,"[101, 201]",StrapGA_4b,"[[12087, 33754, 45602]]",[41],[0.07027935981750488],[7.372277227722773]
