scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,7,"[101, 201]",Labbe+SS,"[[126687, 107130, 31321, 46366, 76508, 93870, 15545, 73462]]",[52],[0.1176152229309082],[28.80792079207921]
1,mobile,7,"[101, 201]",Labbe+SS,"[[98161, 23701, 108795, 11032, 43569, 74691, 127132]]",[33],[0.06476783752441406],[21.142574257425743]
2,mobile,7,"[101, 201]",Labbe+SS,"[[9992, 85248, 119212, 63434, 48710, 31972, 126204]]",[45],[0.07663488388061523],[17.895049504950496]
3,mobile,7,"[101, 201]",Labbe+SS,"[[98960, 16081, 69547, 44754, 139042, 110044, 30327]]",[42],[0.0794229507446289],[27.4]
4,mobile,7,"[101, 201]",Labbe+SS,"[[90677, 58294, 133439, 7, 108804, 73636, 26243, 8384]]",[39],[0.08867383003234863],[28.03564356435644]
5,mobile,7,"[101, 201]",Labbe+SS,"[[66644, 37674, 95878, 129799, 15627, 110210, 47427]]",[73],[0.10982680320739746],[20.330693069306932]
6,mobile,7,"[101, 201]",Labbe+SS,"[[129206, 27627, 53125, 76947, 110747, 16181, 85353]]",[38],[0.07369470596313477],[25.95445544554455]
7,mobile,7,"[101, 201]",Labbe+SS,"[[14469, 23773, 70339, 126031, 47180, 94351, 105900]]",[42],[0.07109260559082031],[23.142574257425746]
8,mobile,7,"[101, 201]",Labbe+SS,"[[25709, 65046, 95347, 116495, 50361, 138308, 14038, 51255]]",[41],[0.09102416038513184],[32.19405940594059]
9,mobile,7,"[101, 201]",Labbe+SS,"[[98715, 104533, 139154, 4, 76370, 4580, 29362, 50581, 34474]]",[59],[0.1519908905029297],[31.443564356435648]
10,mobile,7,"[101, 201]",Labbe+SS,"[[54739, 16010, 105658, 29102, 131462, 89428, 67197]]",[32],[0.06689882278442383],[24.40990099009901]
11,mobile,7,"[101, 201]",Labbe+SS,"[[104145, 78654, 126538, 26468, 11947, 57244, 94054]]",[32],[0.08248448371887207],[28.291089108910896]
12,mobile,7,"[101, 201]",Labbe+SS,"[[138148, 55849, 10879, 24733, 71480, 108926, 96984]]",[39],[0.09484672546386719],[23.994059405940597]
13,mobile,7,"[101, 201]",Labbe+SS,"[[58425, 65789, 127231, 2754, 92771, 116662, 31118]]",[31],[0.0827183723449707],[27.4]
14,mobile,7,"[101, 201]",Labbe+SS,"[[24218, 92365, 126492, 50719, 4021, 67296, 118738, 95898]]",[62],[0.14863872528076172],[25.085148514851486]
15,mobile,7,"[101, 201]",Labbe+SS,"[[71177, 109827, 131622, 8838, 37932, 92570, 48376]]",[66],[0.11787772178649902],[25.796039603960395]
16,mobile,7,"[101, 201]",Labbe+SS,"[[26947, 84909, 108528, 131729, 77037, 53288, 10372]]",[51],[0.0855104923248291],[27.8950495049505]
17,mobile,7,"[101, 201]",Labbe+SS,"[[23491, 75458, 110307, 84089, 136004, 49269, 16503, 130309]]",[45],[0.09794998168945312],[31.61980198019802]
18,mobile,7,"[101, 201]",Labbe+SS,"[[24608, 43132, 12269, 127039, 117895, 91217, 74847]]",[84],[0.12908482551574707],[24.70693069306931]
19,mobile,7,"[101, 201]",Labbe+SS,"[[114067, 138757, 67697, 43350, 4918, 93625, 24578]]",[29],[0.06643915176391602],[24.152475247524755]
20,mobile,7,"[101, 201]",Labbe+SS,"[[28999, 12747, 16, 131434, 77610, 87248, 43391, 116114, 45951]]",[41],[0.09406304359436035],[29.463366336633662]
21,mobile,7,"[101, 201]",Labbe+SS,"[[83953, 33466, 129873, 66530, 4523, 114233, 57850]]",[42],[0.08658242225646973],[28.330693069306935]
22,mobile,7,"[101, 201]",Labbe+SS,"[[131864, 34, 73219, 35066, 114951, 56890, 6809, 85365]]",[49],[0.1260972023010254],[22.78811881188119]
23,mobile,7,"[101, 201]",Labbe+SS,"[[139177, 104182, 98103, 29078, 58429, 70624, 25342, 7740]]",[43],[0.11309599876403809],[28.76831683168317]
24,mobile,7,"[101, 201]",Labbe+SS,"[[5943, 34800, 47892, 137881, 72528, 104935, 95177]]",[79],[0.1305065155029297],[19.380198019801984]
25,mobile,7,"[101, 201]",Labbe+SS,"[[130039, 93363, 46932, 116241, 11012, 30006, 66666, 55879]]",[56],[0.13699913024902344],[28.015841584158416]
26,mobile,7,"[101, 201]",Labbe+SS,"[[55860, 27146, 116862, 96413, 2913, 70666, 128016, 66804]]",[56],[0.12704253196716309],[23.34257425742574]
27,mobile,7,"[101, 201]",Labbe+SS,"[[31908, 47558, 89942, 74880, 108207, 130874, 8641]]",[43],[0.07778525352478027],[26.84554455445545]
28,mobile,7,"[101, 201]",Labbe+SS,"[[17702, 27617, 57008, 70544, 26, 118963, 130986, 94932]]",[44],[0.10309267044067383],[26.253465346534654]
29,mobile,7,"[101, 201]",Labbe+SS,"[[9132, 137311, 54962, 66791, 36376, 104607, 91282]]",[79],[0.13734936714172363],[26.330693069306935]
30,mobile,7,"[101, 201]",Labbe+SS,"[[98613, 66096, 24549, 113103, 138057, 53737, 12483]]",[61],[0.48329877853393555],[24.07326732673267]
31,mobile,7,"[101, 201]",Labbe+SS,"[[84245, 106645, 23, 35916, 10373, 73327, 50269, 130536]]",[51],[0.11329102516174316],[27.81782178217822]
32,mobile,7,"[101, 201]",Labbe+SS,"[[83948, 11480, 73059, 104001, 137460, 51783, 37473]]",[60],[0.10603618621826172],[25.51881188118812]
33,mobile,7,"[101, 201]",Labbe+SS,"[[118482, 139278, 76508, 7313, 28928, 84247, 49377]]",[79],[0.13024616241455078],[18.15247524752475]
34,mobile,7,"[101, 201]",Labbe+SS,"[[105749, 91337, 11474, 138496, 48170, 32129, 128014, 78574, 125299]]",[55],[0.136063814163208],[32.96831683168317]
35,mobile,7,"[101, 201]",Labbe+SS,"[[66126, 139659, 106087, 53074, 6703, 35910, 92032]]",[49],[0.10156035423278809],[24.52871287128713]
