scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,7,"[101, 201]",StrapGA+SS_sort_4b,"[[46366, 78586, 31321, 14198, 73462, 33, 126687, 93870, 15545, 107130]]",[175885],[360.0301365852356],[21.96039603960396]
1,mobile,7,"[101, 201]",StrapGA+SS_sort_4b,"[[23701, 67881, 127132, 98161, 3, 108795, 74691, 11032, 43569]]",[167672],[360.00161147117615],[17.443564356435644]
2,mobile,7,"[101, 201]",StrapGA+SS_sort_4b,"[[9992, 125184, 63434, 85248, 119212, 48710, 31972, 126204]]",[177560],[360.0165026187897],[16.986138613861385]
3,mobile,7,"[101, 201]",StrapGA+SS_sort_4b,"[[98960, 110044, 69318, 16081, 44754, 69547, 139042, 30327]]",[181388],[360.01896619796753],[22.53069306930693]
4,mobile,7,"[101, 201]",StrapGA+SS_sort_4b,"[[63434, 43233, 90677, 58294, 133439, 8384, 64978, 26243, 73636, 108804]]",[165629],[360.0151057243347],[19.584158415841586]
5,mobile,7,"[101, 201]",StrapGA+SS_sort_4b,"[[66644, 37674, 95878, 47427, 110210, 15627, 129799]]",[181787],[360.0166311264038],[14.152475247524752]
6,mobile,7,"[101, 201]",StrapGA+SS_sort_4b,"[[27627, 108472, 68969, 16181, 129206, 53125, 110747, 76947, 85353]]",[163042],[360.04178404808044],[20.473267326732675]
7,mobile,7,"[101, 201]",StrapGA+SS_sort_4b,"[[14469, 105900, 23773, 126031, 70339, 94351, 47180]]",[176563],[360.0398004055023],[19.281188118811883]
8,mobile,7,"[101, 201]",StrapGA+SS_sort_4b,"[[2, 25709, 51255, 138308, 95347, 14038, 65046, 116495]]",[163890],[360.02661085128784],[21.619801980198023]
9,mobile,7,"[101, 201]",StrapGA+SS_sort_4b,"[[139154, 43287, 72982, 98715, 4580, 34474, 104533, 76370, 50581]]",[166209],[360.022264957428],[23.91881188118812]
