scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,7,"[101, 201]",StrapGA_6b,"[[46366, 92164, 16785, 91761, 31321, 107130, 126687, 15545, 98835, 73462, 93870]]",[217408],[360.00806856155396],[21.38811881188119]
1,mobile,7,"[101, 201]",StrapGA_6b,"[[23701, 78122, 12355, 112103, 74691, 11032, 43569, 127132, 98161, 108795]]",[223382],[360.036997795105],[17.524752475247528]
2,mobile,7,"[101, 201]",StrapGA_6b,"[[63434, 9992, 30055, 85248, 119212, 48710, 31972, 126204]]",[223735],[360.02446031570435],[16.76831683168317]
3,mobile,7,"[101, 201]",StrapGA_6b,"[[98960, 110044, 63486, 16081, 44754, 139042, 30327, 69547]]",[224662],[360.03187561035156],[21.75841584158416]
4,mobile,7,"[101, 201]",StrapGA_6b,"[[70461, 55873, 90677, 58294, 133439, 8384, 23425, 73636, 108804, 26243]]",[216813],[360.00737047195435],[20.05940594059406]
5,mobile,7,"[101, 201]",StrapGA_6b,"[[66644, 37674, 95878, 47427, 110210, 15627, 129799]]",[230817],[360.00068402290344],[14.152475247524752]
6,mobile,7,"[101, 201]",StrapGA_6b,"[[67967, 97687, 16181, 129206, 53125, 27627, 110747, 76947, 85353]]",[215056],[360.0368194580078],[19.443564356435644]
7,mobile,7,"[101, 201]",StrapGA_6b,"[[14469, 105900, 70339, 23773, 126031, 94351, 47180]]",[238388],[360.00109696388245],[18.667326732673267]
8,mobile,7,"[101, 201]",StrapGA_6b,"[[7665, 51255, 138308, 25709, 14038, 95347, 65046, 116495]]",[218784],[360.02380657196045],[20.689108910891093]
9,mobile,7,"[101, 201]",StrapGA_6b,"[[24194, 98715, 104533, 139154, 50581, 34474, 4000, 76370, 4580]]",[208667],[360.0307893753052],[24.334653465346538]
10,mobile,7,"[101, 201]",StrapGA_6b,"[[15796, 54739, 87906, 105658, 29102, 89428, 67197, 16010, 131462]]",[226515],[360.0097975730896],[18.889108910891093]
11,mobile,7,"[101, 201]",StrapGA_6b,"[[70886, 126538, 65460, 51205, 11947, 104145, 78654, 94054, 38184, 57244, 26468]]",[222144],[360.046758890152],[23.289108910891088]
12,mobile,7,"[101, 201]",StrapGA_6b,"[[71480, 138148, 112055, 55849, 10879, 24733, 96984, 108926]]",[220293],[360.0044906139374],[19.263366336633663]
13,mobile,7,"[101, 201]",StrapGA_6b,"[[65789, 127231, 58425, 2754, 116662, 92771, 31118]]",[219066],[360.0071482658386],[19.53861386138614]
14,mobile,7,"[101, 201]",StrapGA_6b,"[[43552, 24218, 84446, 126492, 4021, 50719, 118738, 67296, 95898]]",[215150],[360.01934814453125],[21.483168316831684]
15,mobile,7,"[101, 201]",StrapGA_6b,"[[92570, 131622, 71177, 109827, 8838, 37932, 48376]]",[230017],[360.0256793498993],[20.82574257425743]
16,mobile,7,"[101, 201]",StrapGA_6b,"[[84909, 26947, 77037, 131729, 10372, 108528, 53288]]",[232683],[360.01689887046814],[19.221782178217822]
17,mobile,7,"[101, 201]",StrapGA_6b,"[[139468, 23491, 84089, 49269, 16503, 130309, 75458, 110307]]",[231496],[360.01330733299255],[24.807920792079205]
18,mobile,7,"[101, 201]",StrapGA_6b,"[[91217, 24608, 117895, 43132, 74847, 12269, 127039]]",[245008],[360.0231273174286],[14.548514851485152]
19,mobile,7,"[101, 201]",StrapGA_6b,"[[137943, 43350, 67697, 4918, 93625, 114067, 24578, 138757]]",[225768],[360.01947474479675],[19.97623762376238]
20,mobile,7,"[101, 201]",StrapGA_6b,"[[85573, 110648, 45951, 87248, 133287, 77610, 28999, 116114, 12747, 131434]]",[209998],[360.0193741321564],[20.237623762376238]
21,mobile,7,"[101, 201]",StrapGA_6b,"[[4523, 66530, 132645, 114233, 83953, 33466, 57850, 129873]]",[236508],[360.0053586959839],[21.6]
22,mobile,7,"[101, 201]",StrapGA_6b,"[[4589, 65615, 117956, 35066, 114951, 56890, 131864, 6809, 73219, 85365]]",[221351],[360.0208203792572],[15.128712871287128]
23,mobile,7,"[101, 201]",StrapGA_6b,"[[139177, 31701, 16938, 104182, 58429, 70624, 7740, 98103, 25342]]",[226535],[360.01146721839905],[25.899009900990094]
24,mobile,7,"[101, 201]",StrapGA_6b,"[[104935, 34800, 72528, 137881, 47892, 5943, 95177]]",[224695],[360.0025894641876],[15.895049504950496]
