scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,3,"[100, 200]",StrapGA+SS_sort_4b,"[[33921, 14427, 32773, 44429]]",[3183],[7.662691354751587],[12.100000000000001]
1,mobile,3,"[100, 200]",StrapGA+SS_sort_4b,"[[25052, 54649, 4184]]",[345],[0.8303475379943848],[9.100000000000001]
2,mobile,3,"[100, 200]",StrapGA+SS_sort_4b,"[[3969, 53785, 30425]]",[143],[0.329287052154541],[10.8]
3,mobile,3,"[100, 200]",StrapGA+SS_sort_4b,"[[14437, 25627, 51364]]",[1709],[4.004578351974487],[12.2]
4,mobile,3,"[100, 200]",StrapGA+SS_sort_4b,"[[8119, 27228, 44371, 11969]]",[4993],[11.662952423095703],[13.6]
5,mobile,3,"[100, 200]",StrapGA+SS_sort_4b,"[[25308, 7653, 26786, 56052]]",[843],[2.0307271480560303],[10.08]
6,mobile,3,"[100, 200]",StrapGA+SS_sort_4b,"[[43645, 5386, 33049, 11980]]",[1901],[4.388291120529175],[11.280000000000001]
7,mobile,3,"[100, 200]",StrapGA+SS_sort_4b,"[[51470, 12716, 56374, 8243, 28974]]",[11334],[27.262073278427124],[12.940000000000001]
8,mobile,3,"[100, 200]",StrapGA+SS_sort_4b,"[[6111, 35127, 56172, 27785, 8836]]",[2676],[6.549449920654297],[11.88]
9,mobile,3,"[100, 200]",StrapGA+SS_sort_4b,"[[9902, 25832, 48158, 13228]]",[7798],[18.877606630325317],[12.860000000000001]
