scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,8,"[100, 200]",StrapGA+S_4b,"[[50, 132235, 64307, 57069, 90505, 24822, 157098, 111209, 6399]]",[207300],[360.0191628932953],[17.1]
1,mobile,8,"[100, 200]",StrapGA+S_4b,"[[146177, 5038, 115761, 137802, 11227, 97028, 43041, 72803, 115489, 24208, 144704]]",[186609],[360.0003616809845],[24.380000000000003]
2,mobile,8,"[100, 200]",StrapGA+S_4b,"[[142876, 30482, 39, 93044, 117806, 3, 43631, 122408, 12416, 69705, 145094]]",[203200],[360.0186493396759],[16.5]
3,mobile,8,"[100, 200]",StrapGA+S_4b,"[[145719, 13, 96531, 3, 54899, 75208, 95276, 4693, 125068, 105146, 144631, 29808, 109505]]",[177279],[360.00960183143616],[20.28]
4,mobile,8,"[100, 200]",StrapGA+S_4b,"[[70608, 32, 117196, 157644, 110114, 97745, 47, 22800, 55871, 15620, 95302, 103288, 123436]]",[195900],[360.0023868083954],[22.599999999999994]
5,mobile,8,"[100, 200]",StrapGA+S_4b,"[[142601, 34602, 111104, 136479, 47201, 10442, 86567, 75032, 83072]]",[206343],[360.00150084495544],[18.94]
6,mobile,8,"[100, 200]",StrapGA+S_4b,"[[50, 24, 37, 55997, 90508, 75685, 122703, 22811, 9225, 147674, 116827, 49401]]",[199158],[360.0226573944092],[18.58]
7,mobile,8,"[100, 200]",StrapGA+S_4b,"[[41, 52, 67842, 36, 157404, 31, 12417, 27206, 105472, 54899, 122632, 88908]]",[195719],[360.010374546051],[18.459999999999997]
8,mobile,8,"[100, 200]",StrapGA+S_4b,"[[126965, 55, 9079, 55568, 32607, 116631, 92038, 134291, 157199, 42840, 64005]]",[196825],[360.0307762622833],[23.240000000000002]
9,mobile,8,"[100, 200]",StrapGA+S_4b,"[[4, 106034, 9, 23, 50500, 28870, 84268, 129999, 155110, 16483, 63697]]",[198514],[360.00002336502075],[23.720000000000002]
10,mobile,8,"[100, 200]",StrapGA+S_4b,"[[68034, 84529, 42, 5576, 83110, 48687, 104399, 123887, 14816, 50, 35694, 154068]]",[183655],[360.0198745727539],[21.720000000000002]
11,mobile,8,"[100, 200]",StrapGA+S_4b,"[[24, 96751, 45, 96695, 74068, 144870, 131496, 35437, 14214, 48420, 103295]]",[208827],[360.0012321472168],[17.259999999999998]
12,mobile,8,"[100, 200]",StrapGA+S_4b,"[[27165, 142701, 27580, 26, 128477, 63476, 47510, 117694, 92901, 16868, 24423]]",[203523],[360.0465683937073],[24.060000000000002]
13,mobile,8,"[100, 200]",StrapGA+S_4b,"[[35, 32, 48, 143840, 44, 51484, 13035, 36083, 115611, 88423, 64077, 123805]]",[191001],[360.0130846500397],[25.620000000000005]
14,mobile,8,"[100, 200]",StrapGA+S_4b,"[[42332, 13, 145403, 25098, 43579, 73002, 102469, 90640, 136305, 10285, 55435]]",[200301],[360.0168077945709],[23.160000000000004]
15,mobile,8,"[100, 200]",StrapGA+S_4b,"[[142302, 92607, 9, 25, 117473, 36696, 123432, 4002, 52084, 67089]]",[213609],[360.00683522224426],[18.840000000000003]
16,mobile,8,"[100, 200]",StrapGA+S_4b,"[[70433, 40, 134331, 17600, 96443, 52901, 117675, 28549, 148272, 123482, 23511]]",[186162],[360.0268852710724],[20.480000000000004]
17,mobile,8,"[100, 200]",StrapGA+S_4b,"[[122288, 15, 32347, 54268, 117509, 12216, 152495, 27099, 77022, 85638, 123610]]",[182725],[360.01703453063965],[25.499999999999996]
