scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,5,"[100, 200]",StrapGA_sort_4b,"[[65301, 36998, 3040, 89250, 75641, 48395]]",[195521],[360.01380133628845],[18.360000000000003]
1,mobile,5,"[100, 200]",StrapGA_sort_4b,"[[64920, 46244, 94940, 32059, 13182, 85966, 65195]]",[194296],[360.0158021450043],[16.74]
2,mobile,5,"[100, 200]",StrapGA_sort_4b,"[[83539, 16567, 28635, 53802, 64180, 89967]]",[194249],[360.00186419487],[15.34]
3,mobile,5,"[100, 200]",StrapGA_sort_4b,"[[45272, 34670, 94436, 68196, 8441]]",[189889],[360.01295948028564],[15.420000000000002]
4,mobile,5,"[100, 200]",StrapGA_sort_4b,"[[83571, 9993, 51735, 77178, 42916, 23800, 46452]]",[196319],[360.01827239990234],[15.6]
5,mobile,5,"[100, 200]",StrapGA_sort_4b,"[[42905, 24372, 11973, 83234, 71659, 83842, 45671]]",[190820],[360.01556634902954],[11.780000000000001]
6,mobile,5,"[100, 200]",StrapGA_sort_4b,"[[30245, 56255, 63645, 90005, 10776]]",[57571],[107.42864751815796],[14.920000000000002]
7,mobile,5,"[100, 200]",StrapGA_sort_4b,"[[2939, 50158, 30729, 56774, 36696, 75234, 89238, 12667, 23251]]",[200671],[360.0249421596527],[16.54]
8,mobile,5,"[100, 200]",StrapGA_sort_4b,"[[24989, 83470, 65641, 12375, 53404]]",[50949],[92.70413446426392],[15.08]
9,mobile,5,"[100, 200]",StrapGA_sort_4b,"[[26321, 90074, 52131, 17046, 94598, 71271, 48572, 27838]]",[187477],[360.0226409435272],[20.5]
