scene_id,mode,n,grid_size,alg,plans,steps,elapsed_times,costs
0,mobile,5,"[100, 200]",Labbe,"[[25056, 54852, 25445, 5290, 34339, 85242, 73992]]",[35],[0.06769251823425293],[25.28]
1,mobile,5,"[100, 200]",Labbe,"[[14448, 24645, 64913, 34713, 84456, 54759]]",[24],[0.045607805252075195],[19.92]
2,mobile,5,"[100, 200]",Labbe,"[[45167, 14327, 86257, 35281, 95595, 45649, 65575, 44487, 65988, 24541, 73674]]",[112],[0.2479562759399414],[35.02000000000001]
3,mobile,5,"[100, 200]",Labbe,"[[95281, 55332, 24709, 45460, 66385, 15537, 74791, 4781, 26535]]",[84],[0.20360636711120605],[29.92]
4,mobile,5,"[100, 200]",Labbe,"[[32051, 85790, 4524, 4905, 74096, 4497, 65742, 55105, 15363, 66133]]",[441],[0.910336971282959],[30.000000000000007]
5,mobile,5,"[100, 200]",Labbe,"[[6248, 35150, 55397, 85190, 5742, 26059, 74922, 29458]]",[68],[0.13704419136047363],[26.26]
6,mobile,5,"[100, 200]",Labbe,"[[53741, 6092, 75070, 32597, 45646, 33951, 95597, 44761]]",[47],[0.10602355003356934],[27.78]
7,mobile,5,"[100, 200]",Labbe,"[[45049, 7105, 95150, 54242, 84857, 34395, 67550, 33395, 25597, 75567, 24963]]",[79],[0.16587281227111816],[25.9]
8,mobile,5,"[100, 200]",Labbe,"[[84653, 35317, 75266, 95175, 46262, 84722, 7583]]",[78],[0.15400409698486328],[26.74]
9,mobile,5,"[100, 200]",Labbe,"[[52591, 54192, 64589, 5658, 35051, 8744, 32043, 44495, 93590, 48089]]",[150],[0.31618237495422363],[27.7]
